id,id_site,id_person,ids,infantdir,song,praat_f0_mean,praat_f0_median,praat_f0_std,praat_f0_min,praat_f0_max,praat_f0_first_quart,praat_f0_third_quart,praat_f0_IQR,praat_f1_mean,praat_f1_median,praat_f1_std,praat_f1_min,praat_f1_max,praat_f1_first_quart,praat_f1_third_quart,praat_f1_IQR,praat_f2_mean,praat_f2_median,praat_f2_std,praat_f2_min,praat_f2_max,praat_f2_first_quart,praat_f2_third_quart,praat_f2_IQR,praat_intensity_mean,praat_intensity_median,praat_intensity_std,praat_intensity_min,praat_intensity_max,praat_intensity_first_quart,praat_intensity_third_quart,praat_intensity_IQR,praat_intensitytravel_mean,praat_intensitytravel_median,praat_intensitytravel_std,praat_intensitytravel_max,praat_intensitytravel_first_quart,praat_intensitytravel_third_quart,praat_intensitytravel_IQR,praat_voweltravel_mean,praat_voweltravel_median,praat_voweltravel_std,praat_voweltravel_max,praat_voweltravel_first_quart,praat_voweltravel_third_quart,praat_voweltravel_IQR,praat_f0travel_mean,praat_f0travel_median,praat_f0travel_std,praat_f0travel_max,praat_f0travel_first_quart,praat_f0travel_third_quart,praat_f0travel_IQR,praat_f0_range,praat_f1_range,praat_f2_range,praat_intensity_range,praat_intensitytravel_range,praat_voweltravel_range,praat_f0travel_range,praat_f0travel_rate_median,praat_f0travel_rate_IQR,praat_voweltravel_rate_median,praat_voweltravel_rate_IQR,praat_intensitytravel_rate_median,praat_intensitytravel_rate_IQR,praat_f0_travel_rate_default,praat_voweltravel_rate_default,praat_intensitytravel_rate_default,mir_attack_mean,mir_attack_std,mir_attack_range,mir_attack_min,mir_attack_first_quart,mir_attack_median,mir_attack_third_quart,mir_attack_max,mir_attack_iqr,mir_attack_dist,mir_roughness_mean,mir_rolloff85,mir_inharmonicity,mir_roughness_std,mir_roughness_range,mir_roughness_first_quart,mir_roughness_median,mir_roughness_third_quart,mir_roughness_max,mir_roughness_iqr,mir_roughness_dist,mir_tempo,mir_pulseclarity,tm_peak_hz,tm_peak_idx,tm_std_idx,tm_std_hz,npvi_phrase,npvi_total,npvi_num_events
ACO01A,ACO,1,1,1,1,197.2783523,205.16,37.16870335,100.71,257.01,191.68,219.6475,27.9675,645.7304695,631.1,208.8142305,137.87,1096.99,456.19,820.98,364.79,1700.316995,1547.33,443.7019928,988.27,2689.93,1402.25,2031.27,629.02,70.53693023,71.53,7.323167811,44.87,84.47,67.43,75.72,8.29,3.1849302330000002,1.73,5.46618619,66.42,0.8,4.11,3.31,147.5052227,67.34240288,239.6962442,1890.174289,26.15892646,147.8696188,121.7106923,25.41855814,3.37,62.72050725,238.43,0.89,7.43,6.54,156.3,959.12,1701.66,39.6,66.41,1890.174289,238.43,1.046153846,2.26267206,22.88903504,74.15687227,0.573968254,1.10192385,7.462010582,43.30243779,0.934985492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,944.493904,4326.323318,0.380452079,155.8778791,1150.164868,2.55118034,31.28224555,113.5835083,1150.164868,111.032328,4772.755246,130.9405711,0.261122095,1.865,27,153.5462,8.061173,43.77122199,42.0649771,22
ACO01B,ACO,1,0,1,0,228.4310152,230.61,42.37187605,113.2,380.83,212.92,246.17,33.25,769.9904734,791.025,234.883269,211.76,1542.36,610.795,932.1225,321.3275,1661.694822,1558.735,332.8306498,1059.4,2914.77,1441.325,1880.9675,439.6425,64.96344118,66.405,12.82340965,43.42,85.77,51.95,76.9325,24.9825,3.897176471,2.51,5.057155942,64.35,1.05,5.03,3.98,188.9937074,89.66412017,265.5598032,1992.162229,30.29361487,220.5325982,190.2389833,25.848,1.575,66.38657431,380.83,0,11.6625,11.6625,267.63,1330.6,1855.37,42.35,64.34,1992.162229,380.83,0.242071352,3.454327044,22.53058064,68.9702056,0.578088474,1.161781483,4.822867727,35.26352723,0.727157483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1248.993019,2923.637009,0.502104731,464.1268265,5776.751812,0,0.430443095,108.9829013,5776.751812,108.9829013,10048.32442,95.81509567,0.159480918,0.9725,10,157.0646,8.24589,47.83285192,55.67534482,30
ACO01C,ACO,1,0,0,1,196.8692697,196.485,22.24375235,143.65,242.45,180.3625,215.355,34.9925,607.9952239,574.37,210.372986,107.31,1356.76,463.61,717.54,253.93,1806.592189,1669.49,489.7241907,838.76,3064.47,1453.32,2253.63,800.31,63.26643564,64.1,6.513188547,42.77,78.33,59.4775,67.89,8.4125,3.076485149,1.885,4.151337976,46.17,0.7625,3.98,3.2175,300.2649321,139.530996,407.8896129,2749.984338,56.51512008,374.7114264,318.1963063,17.5939604,4.425,46.77838526,210.16,1.5,8.23,6.73,98.8,1249.45,2225.71,35.56,46.14,2749.71509,210.16,1.558778495,3.34019108,56.29200037,124.1990369,0.646508402,1.57177471,5.492483338,93.73671985,0.96041727,8.445812338,7.233345004,21.23962426,2.027546613,3.297396066,4.399931698,14.71528051,23.26717087,11.41788445,87.30010236,365.5062174,3722.047806,0.450255428,40.50801434,374.5791428,0.532613365,2.725421632,12.44797459,374.5791428,11.91536123,1124.474035,105.9683396,0.129992951,2.4425,38,159.9912,8.399538,66.02037601,66.02037601,27
ACO01D,ACO,1,0,0,0,210.7792377,206.78,43.11374698,144.09,590.26,189.33,224.435,35.105,616.5128417,581.055,182.8455916,191.6,1303.65,494.9225,717.7825,222.86,1709.349532,1625.54,456.7910505,733.33,2860.66,1440.5325,1945.2975,504.765,63.62182796,65.31,7.047924172,44.28,76.56,59.14,68.685,9.545,3.932857143,2.47,6.284051815,71.42,0.8,5.3225,4.5225,286.783182,139.1647306,390.3990245,2523.280591,57.71706771,330.9128326,273.1957649,37.52328571,6.415,81.35426569,590.26,1.2975,13.7275,12.43,446.17,1112.05,2127.33,32.28,71.4,2523.280591,590.26,1.550282927,3.935654358,37.08709734,101.583017,0.618684807,1.379880694,8.485617223,64.8539237,0.889386941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443.0203518,7375.374413,0.465438532,44.49542451,477.4447654,1.21562423,6.067865885,18.8177139,477.4447654,17.60208967,1681.657689,125.0685117,0.24427747,2.0225,30,156.2968,8.205581,48.392115509999996,53.80535849,42
ACO02A,ACO,2,1,1,1,171.1485096,170.515,42.86497627,82.81,266.19,144.265,203.3025,59.0375,719.0038983,714.52,221.5121899,302.97,1530.88,542.59,819.73,277.14,1524.643627,1460.62,289.2323428,918.86,2555.43,1360.37,1692.635,332.265,70.19098305,71.57,8.712419007,50.73,84.45,62.865,77.66,14.795,3.235622896,1.69,6.953260685,81.58,0.68,3.59,2.91,155.2550066,56.43833458,254.3392471,1949.295807,23.05735686,177.5930593,154.5357025,24.90252525,1.52,54.84273959,265.32,0.08,6.32,6.24,183.38,1227.91,1636.57,33.72,81.58,1949.295807,265.32,0.447594937,2.961164241,13.92142301,48.00622812,0.437333333,0.78011719,5.312419474,33.12032463,0.690250724,8.820381663,6.107309294,24.60076427,0.339860605,3.892054607,7.964882431,12.06096695,24.94062488,8.168912339,191.4978403,1779.951992,6481.662369,0.4539599,386.7969056,2624.024215,3.613504817,54.6840953,276.539709,2624.024215,272.9262042,11265.75751,122.4833082,0.116197507,1.235,15,175.1847,9.197197,72.09245321,72.95639247,35
ACO02B,ACO,2,0,1,0,192.2693785,185.47,37.80089607,98.63,282.86,165.94,223.9,57.96,576.2642545,540,168.647726,225.46,1198.13,462.075,682.48,220.405,1574.610691,1568.21,365.0691914,604.36,2604.81,1289.795,1745.345,455.55,66.8217029,70.17,9.945956163,45.51,83.2,60.62,74.4075,13.7875,3.84801444,1.9,6.274749839,72.1,0.86,5.16,4.3,210.8617638,104.0948387,306.2591564,2309.625713,49.45997188,243.7584913,194.2985195,34.96963899,3.32,69.76591636,281.71,0,14.12,14.12,184.23,972.67,2000.45,37.69,72.08,2309.625713,281.71,0.813275109,6.690552147,24.62713774,82.93638767,0.553429952,1.390877193,7.992854233,48.19573178,0.879523478,7.407710673,5.097860348,23.4543035,1.410068099,3.326665841,6.397386756,8.989923059,24.8643716,5.663257217,175.1245731,1266.800513,7234.988022,0.47229645,277.764945,3384.94382,0.436889137,13.32512907,106.2278061,3384.94382,105.7909169,9564.56148,62.1810755,0.12743263,1.76,25,172.2411,9.042659,60.40128132,60.04496176,39
ACO02C,ACO,2,0,0,1,219.2249669,236.31,49.37447084,94.84,295.04,193.425,249.055,55.63,580.5833649,535.96,169.1318849,302.37,1257.52,480.155,672.53,192.375,1593.752417,1538.03,263.3646861,1009.79,2254.62,1421.89,1769.75,347.86,67.19231132,69.355,10.42385365,43.41,86.42,62.3875,74.51,12.1225,3.806478873,2.28,6.461157039,64,1.03,4.73,3.7,143.6307586,90.4453062,219.7504836,2006.770595,40.2945225,171.2141691,130.9196466,30.49840376,3.5,69.25457045,290.49,0.31,11.13,10.82,200.2,955.15,1244.83,43.01,63.99,2006.770595,290.49,1.159550562,7.07030303,32.65326011,61.21110235,0.727272727,1.620862745,9.036171267,42.55541189,1.127796566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,731.6233878,11372.39113,0.458766149,218.8741185,2855.893295,0.043454915,4.265925131,38.79453719,2855.893295,38.75108228,8596.084237,100.2406262,0.093936947,1.8125,26,188.3338,9.887524,80.52242865,72.8618113,27
ACO02D,ACO,2,0,0,0,162.2459336,165.74,32.55459994,75.32,272.21,150.25,179.87,29.62,598.3737805,572.225,190.0334593,257.85,1116.43,459.3475,692.5125,233.165,1584.685457,1577.01,280.3284439,823.85,2469.48,1395.64,1753.9775,358.3375,66.30477204,67.69,8.420839026,45.01,85.89,62.41,71.34,8.93,3.34830303,2.165,5.677740424,66.76,1.01,4.01,3,158.1976574,89.84523438,208.3836936,1514.689537,35.2457639,188.3320539,153.08629,25.29493939,2.92,54.35323321,272.21,0.455,7.795,7.34,196.89,858.58,1645.63,40.88,66.76,1514.689537,272.21,0.567839278,3.432129343,22.62317232,41.95378485,0.508844204,0.913755783,4.861401376,30.40380123,0.643505988,9.828649921,13.96786161,44.17832522,0.544609127,2.608623367,3.92748982,8.096551097,44.72293435,5.487927731,96.24462155,407.6429015,6516.653824,0.44507257,115.1580479,2312.833912,0.134916746,3.206743992,19.61767791,2312.833912,19.48276117,3976.729398,183.6317571,0.176998515,0.92,9,187.3699,9.836917,59.57012277,61.15472328,44
ACO03A,ACO,3,1,1,1,178.7833776,188.12,53.51858157,100,512.98,124.05,207.72,83.67,639.6917761,579.055,256.424239,80.65,1652.14,445.46,808.0225,362.5625,1834.135319,1809.25,447.6330211,647.28,2899.84,1519.895,2199.2225,679.3275,72.82935391,73.78,5.674132379,55.36,85.85,69.36,76.99,7.63,1.893722276,0.98,3.103971399,71.71,0.4,2.48,2.08,193.8428046,85.74956237,285.6834884,2632.18088,29.87653365,226.2808317,196.404298,23.47791707,1.34,58.80250833,499.23,0.34,4.9,4.56,412.98,1571.49,2252.56,30.49,71.71,2632.139549,499.23,0.104497175,0.516588941,6.444642646,17.57640849,0.074343434,0.182579472,1.444792217,11.92876585,0.116536539,4.572311593,2.950213105,13.28877808,0.240619142,2.473532075,4.130936588,5.657573878,13.52939722,3.184041803,NA,666.7251029,4582.177305,0.502686567,133.8819006,1740.54893,8.030801631,29.22381478,91.96641015,1740.54893,83.93560852,4073.797863,167.518441,0.1930508,1.445,19,174.6528,9.169271,73.54409027,74.67260089,92
ACO03B,ACO,3,0,1,0,173.0092466,180.575,27.849606,102.04,223.12,173.115,186.325,13.21,690.8609217,666.89,211.8697459,141.09,1458.21,534.32,820.23,285.91,1596.049585,1544.73,398.6964463,689.9,3148.26,1349.82,1780.02,430.2,71.556621,71.64,4.922239971,61.31,85.19,68.225,74.685,6.46,2.33260274,1.38,5.117054062,71.96,0.615,2.74,2.125,252.096782,126.932713,360.7799567,1804.96022,51.64664015,258.9479371,207.3012969,27.4090411,1.82,59.85597744,210.64,0,7.25,7.25,121.08,1317.12,2458.36,23.88,71.95,1804.96022,210.64,0.729230769,5.084462475,39.85620194,88.18016968,0.472866242,0.991631066,7.901380502,72.67356019,0.672434389,4.861134048,3.291640119,9.620251606,0.708902309,2.132953214,3.61065716,8.039810625,10.32915391,5.906857411,67.47530117,1181.728226,4353.660393,0.479526858,235.1695986,1692.908709,16.30433663,40.9422917,91.81391242,1692.918785,75.50957579,6644.337923,106.9943678,0.085999209,1.865,27,160.0524,8.40275,54.54944197,48.67628997,27
ACO03C,ACO,3,0,0,1,198.1392432,216.43,65.57276371,100.45,576.6,113.54,229.03,115.49,709.9441327,651.9,251.0511297,243.26,1790.52,557.8975,832.69,274.7925,1797.929439,1810.955,333.5826713,1017.07,3272.25,1561.0925,2070.245,509.1525,75.17929293,75.865,4.427498922,60.47,83.2,73.545,77.97,4.425,2.390964467,1.14,2.761133046,14.36,0.63,2.96,2.33,178.1988282,90.66650154,262.5447842,2103.478993,40.78560353,203.1245105,162.3389069,34.0593401,3.25,76.88365919,576.6,1,11.43,10.43,476.15,1547.26,2255.18,22.73,14.35,2103.307198,576.6,1.844210526,8.006956522,36.16519472,87.11069899,0.509387755,1.278169336,10.89843561,57.02073057,0.765069793,8.14684895,4.031190204,15.74732587,2.035713085,5.5971156,7.171285177,10.04678385,17.78303896,4.44966825,104.2518836,1485.902713,7897.134018,0.411689217,253.9909227,1715.767385,38.74212488,112.0758846,234.9376445,1716.079006,196.1955196,10625.15031,183.9790794,0.242557141,1.4975,20,158.346,8.313167,66.88130279,59.9851969,25
ACO03D,ACO,3,0,0,0,185.3492617,187.28,72.20569021,100.21,535.1,117.1525,222.7725,105.62,734.1971466,727.52,205.694893,228.91,1611.21,581.9925,881.7925,299.8,1818.974424,1783.315,310.4571701,995.22,2906.58,1603.5275,2038.3275,434.8,73.80651832,73.87,5.375830246,56.49,85.66,69.9075,77.4325,7.525,2.638537859,1.51,5.806806572,81.73,0.68,3.085,2.405,183.9493082,87.09425471,282.9117386,2043.849707,34.87621784,204.7331739,169.856956,40.18597911,3.47,76.28684141,535.1,0.625,16.025,15.4,434.89,1382.3,1911.36,29.17,81.72,2043.480145,535.1,0.568291317,9.702044143,17.16576056,42.21726544,0.307596899,0.6109579,6.66287013,30.49895456,0.437471861,5.663551874,7.048653647,27.73955473,0.529074302,1.977938671,3.199192206,5.800030396,28.26862903,3.822091725,195.2035756,1077.416748,7178.295135,0.470352129,241.0328287,3196.001191,16.25308617,50.580976,148.0837798,3196.001191,131.8306936,8820.510636,102.9427848,0.077552031,1.025,11,168.1341,8.827042,52.002255,57.84699309,40
ACO04A,ACO,4,1,1,1,169.8063478,167.71,21.72066438,126.21,302,154.28,180.05,25.77,597.2115418,545.3,215.4698009,246.66,1986.79,435.96,721.62,285.66,1727.381285,1688.14,387.4598978,831.72,3210.03,1502.94,1986.895,483.955,69.45460554,72.33,7.778135564,49.62,79.07,64.29,75.52,11.23,3.103859275,1.53,4.758892512,70.8,0.59,3.69,3.1,173.1611665,87.9930326,254.9920188,1650.288952,32.55401983,189.7194828,157.1654629,21.96818763,2.09,52.59459221,238.83,0.39,6.34,5.95,175.79,1740.13,2378.31,29.45,70.8,1650.288952,238.83,0.277014925,1.233146417,13.74102288,31.33697891,0.25,0.750029557,2.978710394,23.47926808,0.420858472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1281.234477,4752.865791,0.467180826,232.3855825,3380.325692,7.669358635,50.36212332,138.3624875,3380.325692,130.6931288,4708.560184,137.6472004,0.170038805,1.3925,18,179.9727,9.448566,51.35324273,47.21555965,45
ACO04B,ACO,4,0,1,0,200.4142857,183.99,60.86982698,100.21,472.62,171.69,199.4,27.71,596.3916667,550.905,205.3469009,353.53,1607.21,485.0825,621.8425,136.76,1898.92447,1843.305,392.7353089,1115.8,2768.99,1604.1075,2234.2775,630.17,71.25458647,71.8,4.749318055,60.02,79.65,67.46,75.06,7.6,2.781654135,1.48,6.235395808,68.85,0.65,3.13,2.48,249.7858987,138.2213157,413.5677912,3025.649956,54.28701439,236.2049799,181.9179655,49.16684211,4.66,93.61168723,472.62,1.72,35.74,34.02,372.41,1253.68,1653.19,19.63,68.79,3022.388774,472.62,2.618947368,28.46984127,68.17613899,196.8366904,0.781714286,1.400921659,23.13477944,117.5333096,1.308868988,10.51530534,9.763280599,37.66149343,1.811081233,4.547154861,7.975636519,13.45161715,39.47257466,8.904462294,137.0687731,1750.367908,6370.295334,0.474323946,206.6800737,1170.977642,18.58086586,73.57057325,213.1675943,1171.0109419999999,194.5867284,6634.251622,76.869006,0.116837658,1.76,25,164.9382,8.659253,68.30191151,72.15851132,17
ACO04C,ACO,4,0,0,1,190.0442857,184.06,47.55203118,109.56,568.68,163.22,203.14,39.92,629.1382967,616.67,186.8778838,77.51,1585.53,498.1325,750.12,251.9875,1685.579973,1640.745,410.4570102,775.86,2797,1439.4625,1947.7625,508.3,69.47368852,71.14,7.426173874,53.45,83.74,63.0375,75.1925,12.155,2.534644809,1.245,4.765058353,74.65,0.41,3.3225,2.9125,201.7102241,99.78548794,325.7989255,1985.466415,35.49120183,203.8486412,168.3574394,35.56185792,1.845,83.11341497,568.68,0,10.43,10.43,459.12,1508.02,2021.14,30.29,74.64,1985.466415,568.68,0.340914286,3.740267999,19.71056772,51.36379522,0.288568569,0.747108212,6.167818979,34.98445303,0.439606682,4.816249626,4.533381693,18.31683615,0.680954352,1.901265185,2.844630205,6.238281175,18.9977905,4.33701599,68.1187301,1609.238663,8946.709442,0.490764404,487.6901968,9076.026134,3.001798453,40.07188703,125.9076984,9076.026134,122.9059,7608.8839610000005,170.6674425,0.236493556,1.2875,16,173.9605,9.132924,102.6273687,89.76627654,30
ACO04D,ACO,4,0,0,0,195.9056281,168.87,64.93437923,101.1,530.99,156.085,225.705,69.62,629.0915966,597.38,213.1285359,255.36,1551.24,483.43,714.205,230.775,1832.062311,1801.135,297.9431429,1105.9,2602.97,1592.9675,2079.5825,486.615,70.17824268,71.61,6.221220483,50.48,80.71,67.555,73.855,6.3,3.001583333,1.535,6.342691705,67.78,0.54,3.13,2.59,182.4568939,110.5460654,237.6651697,1874.069863,41.12484827,243.8701212,202.7452729,36.13975,4.08,78.35678346,407.1,1.0875,13.6375,12.55,429.89,1295.88,1497.07,30.23,67.77,1874.069863,407.1,1.805133939,4.341717687,34.42156774,65.2669203,0.455405105,0.984126908,9.517961661,48.05284268,0.790513357,3.948778648,3.177160946,12.62545022,0.840855551,1.94873259,3.057933973,4.157687398,13.46630577,2.208954808,62.6872133,1389.114978,7563.201141,0.473639972,305.4694822,4170.584254,7.292860251,39.59235226,115.6688099,4170.584254,108.3759497,6086.533879,125.5674539,0.099246907,1.445,19,176.7326,9.278461,60.51903263,67.48413382,28
ACO05A,ACO,5,1,1,1,202.3246961,198.93,34.36708782,105.23,482.12,180.6825,215.7825,35.1,651.1178759,604.9,234.5433821,211.7,1737.7,451.46,830.07,378.61,1896.148003,1854.09,415.396937,775.45,3162.82,1627.34,2198.72,571.38,69.92959459,72.15,6.663458223,50.77,83.78,67.135,74.39,7.255,1.71974583,0.9,3.381200283,74.86,0.38,1.94,1.56,178.3409274,91.42790125,251.0995839,2067.437186,34.77727472,208.2167548,173.4394801,16.08047657,1.69,52.54693403,482.12,0.365,4.61,4.245,376.89,1526,2387.37,33.01,74.86,2067.437186,482.12,0.094358974,0.359760768,5.577830645,14.22514192,0.050823529,0.118217901,0.815490654,9.04421948,0.087213625,3.827286767,3.286834742,17.28024175,0.143769657,1.714519113,2.90221608,4.41317456,17.42401141,2.698655447,203.0001656,474.7002495,7694.166756,0.461728178,109.8441003,2804.248787,1.847413671,13.18741586,43.65444507,2804.248787,41.8070314,2246.874112,104.2903199,0.120178465,0.7625,6,174.3151,9.15154,61.23369082,62.20994845,114
ACO05B,ACO,5,0,1,0,207.8950218,197.56,41.20321026,101.21,317.48,185,230.26,45.26,731.3154728,647.62,248.2937519,329.3,1564.64,552.65,875.13,322.48,1890.516648,1902.35,255.5769397,1239.86,2771.34,1708.25,2070.05,361.8,70.4543553,71.85,8.141940479,55,88.48,62.68,77.2,14.52,3.0972,1.815,6.352100629,78.92,0.8525,3.455,2.6025,181.2132521,114.6222124,225.2040447,2467.324695,50.47618076,225.5361266,175.0599458,27.39262857,3.72,63.14343726,288.84,0,11.725,11.725,216.27,1235.34,1531.48,33.48,78.91,2464.959389,288.84,0.670522403,3.800881356,25.09147014,48.75589153,0.361618755,0.784627897,4.966288526,32.85399547,0.561522922,3.950364184,2.331916723,9.156305781,0.224914576,2.176584977,3.752693616,5.791035773,9.381220358,3.614450796,74.97321437,1889.155973,4290.322495,0.484279611,1021.483307,21791.0949,2.667662229,34.23364646,144.9615773,21791.0949,142.2939151,15147.4791,139.5077212,0.094026687,2.0225,30,156.5559,8.219186,48.28324358,49.67408684,44
ACO05C,ACO,5,0,0,1,221.1921446,214.65,36.68603897,108.11,597.01,202.51,234.11,31.6,655.6287736,624.375,220.3711402,256.44,1716.42,491.4875,762.8275,271.34,1877.332774,1875.03,434.6044502,557.18,3109.7,1577.7375,2182.9725,605.235,69.233371,71.56,7.627736362,51.17,84.9,64.84,74.66,9.82,3.129623352,1.72,4.292930416,58.92,0.65,4.29,3.64,212.7899158,108.2152308,302.8198483,2702.055195,39.56734411,256.6486432,217.0812991,32.35551789,3.3,81.32267973,597.01,0.47,8.815,8.345,488.9,1459.98,2552.52,33.73,58.92,2701.87546,597.01,0.415748031,1.859455252,15.32311907,42.54390998,0.23552795,0.63744573,3.877787527,25.50273138,0.375083299,6.296484231,4.616521538,19.26141319,1.495680063,3.068472123,4.550427343,8.909610721,20.75709325,5.841138598,224.0225667,646.7205243,8946.583271,0.466407627,132.4410971,2609.856002,1.287096243,19.33082241,63.90963378,2609.856002,62.62253754,3463.891838,189.4795808,0.205057813,1.4975,20,166.8628,8.760298,54.78970715,53.80373889,58
ACO05D,ACO,5,0,0,0,202.9221031,191.61,39.50137693,102.04,501.18,177.89,218.05,40.16,704.848825,675.45,261.6389836,130.63,1788.35,483.71,890.67,406.96,1916.674164,1918.37,381.1920015,511.51,3081.98,1686.61,2146.35,459.74,67.74748549,69.61,7.939784973,49.87,85.14,61.97,73.41,11.44,2.398897485,1.49,2.945797095,64.95,0.6,3.28,2.68,249.6840455,159.492024,292.2932595,2738.29145,63.60325802,314.7855482,251.1822902,30.90814958,2.76,74.61044611,501.18,0,9.165,9.165,399.14,1657.72,2570.47,35.27,64.95,2738.29145,501.18,0.120208333,0.608633765,7.501041498,17.28603606,0.077636081,0.155941848,1.272921449,10.28298948,0.098796211,3.485148009,2.835059401,12.24070031,0.060508318,1.479955225,2.735827763,4.978996151,12.30120863,3.499040926,256.5731685,1052.256769,7797.185469,0.470368521,293.4685819,6989.965978,0.392881737,8.457708715,54.51322231,6989.965978,54.12034057,4201.083842,175.6225314,0.060193685,1.8125,26,166.4174,8.736916,69.18284765,62.96569804,160
ACO06A,ACO,6,1,1,1,243.1718596,240.28,35.23990284,103.39,384.23,219.705,259.915,40.21,673.5823529,593.66,253.7635428,131.61,1874.42,499.7325,822.1675,322.435,1804.330013,1819.125,398.2486318,716.98,3355.67,1564.4275,2035.0025,470.575,69.37990654,72.33,10.04114491,50.34,86.14,61.41,77.22,15.81,3.375166889,1.69,4.774942017,76.85,0.72,4.38,3.66,191.4777895,107.7377044,245.7241619,1909.657422,42.92433722,236.0902742,193.165937,28.12489987,4.33,68.26857333,317.34,0.03,11.4,11.37,280.84,1742.81,2638.69,35.8,76.83,1909.396555,317.34,0.399101124,1.504310633,9.970490263,25.03274163,0.187557841,0.454286798,2.3936,16.29592422,0.287247226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381.0682899,8739.536476,0.443644287,157.7531633,3177.729217,0.011708076,4.383118693,26.97225571,3177.729217,26.96054763,4092.604561,126.6848715,0.231695312,1.1825,14,184.0367,9.661929,80.22308151,72.12267256,64
ACO06C,ACO,6,0,0,1,241.1468725,239.15,27.20900765,185.53,572.31,225.8,248.375,22.575,635.8109985,540.77,252.8380253,155.57,1804.44,464.16,790.135,325.975,1774.21043,1803.99,438.5483329,843.34,2827.1,1403.18,2096.115,692.935,69.14650842,71.55,8.853019332,49.9,84.13,65.69,75.53,9.84,2.317856049,0.87,4.018467072,63.57,0.33,2.65,2.32,155.3551403,80.38523933,201.1442748,1445.38445,33.6729181,192.9990045,159.3260864,18.4863706,1.39,63.36920036,572.31,0.2,4.58,4.38,386.78,1648.87,1983.76,34.23,63.57,1445.38445,572.31,0.153142857,0.594256643,9.880510144,25.98841322,0.11064833,0.330519994,1.80353993,15.15652829,0.226131242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424.5413714,9338.849258,0.439655749,275.9235308,5631.352276,0.333213898,2.605253053,13.10293097,5631.352276,12.76971707,2288.190616,177.1787588,0.262540184,1.4975,20,183.2237,9.619246,60.49175515,66.12093667,47
ACO06D,ACO,6,0,0,0,232.3061333,230.03,21.62168705,186.57,273.3,216.135,245.615,29.48,617.5267816,540.68,251.252558,304.4,1886.72,453.555,729.685,276.13,1602.481379,1579.71,313.0152616,734.28,2716.21,1406.24,1815.135,408.895,74.03539326,75.83,7.165076295,52.77,87.37,69.88,79.28,9.4,5.15505618,2.61,8.062173055,66.36,1.29,6.19,4.9,216.6116433,112.667907,325.2713962,1611.642893,53.48017615,215.3311797,161.8510035,40.59280899,6.79,82.64796684,272.54,2.67,15.43,12.76,86.73,1582.32,1981.93,34.6,66.24,1611.642893,272.54,4.693333333,19.58646154,89.93705446,160.065509,1.881212121,5.959233716,28.23157998,150.6495629,3.585250305,9.286197312,3.284875408,11.97963231,2.204098987,7.381906419,8.848009774,11.87992814,14.1837313,4.498021718,44.75515139,551.1784197,10587.60681,0.434184072,240.6279,2370.260921,1.896902439,11.9809713,87.44461117,2370.260921,85.54770873,6986.924452,135.7950372,0.319637977,2.7575,44,193.5328,10.16047,57.00067604,57.00067604,17
ACO07A,ACO,7,1,1,1,167.7892437,160.79,34.70476769,90.93,261.77,137.995,192.495,54.5,575.2797124,470.46,249.0865973,143.18,1691.1,376.3,772.4,396.1,1705.989582,1729.88,408.5322193,745.44,2492.19,1453.72,2049.01,595.29,71.27345098,74.66,10.22689814,47.28,86.79,66.06,78.83,12.77,2.751447197,1.02,5.206825593,73.65,0.37,2.85,2.48,131.9683962,50.28401376,204.3753301,1715.510312,17.69201646,163.493892,145.8018755,13.17130378,1.14,41.30712538,245.19,0.21,4.31,4.1,170.84,1547.92,1746.75,39.51,73.65,1715.510312,245.19,0.113712984,0.458460862,5.034289453,16.4065193,0.09892598,0.279450782,1.09475401,10.96876462,0.228690941,5.123599815,3.015073579,12.75191774,0.959216037,2.595059134,4.304167651,7.205646932,13.71113378,4.610587797,152.0818743,1262.798776,3959.333611,0.478464634,433.1761806,4106.749915,1.628375747,25.08733114,115.6356726,4106.749915,114.0072969,6017.480628,75.61171228,0.05226258,0.92,9,191.4793,10.05266,71.72161333,73.4007859,57
