id,id_site,id_person,ids,infantdir,song,praat_f0_mean,praat_f0_median,praat_f0_std,praat_f0_min,praat_f0_max,praat_f0_first_quart,praat_f0_third_quart,praat_f0_IQR,praat_f1_mean,praat_f1_median,praat_f1_std,praat_f1_min,praat_f1_max,praat_f1_first_quart,praat_f1_third_quart,praat_f1_IQR,praat_f2_mean,praat_f2_median,praat_f2_std,praat_f2_min,praat_f2_max,praat_f2_first_quart,praat_f2_third_quart,praat_f2_IQR,praat_intensity_mean,praat_intensity_median,praat_intensity_std,praat_intensity_min,praat_intensity_max,praat_intensity_first_quart,praat_intensity_third_quart,praat_intensity_IQR,praat_intensitytravel_mean,praat_intensitytravel_median,praat_intensitytravel_std,praat_intensitytravel_max,praat_intensitytravel_first_quart,praat_intensitytravel_third_quart,praat_intensitytravel_IQR,praat_voweltravel_mean,praat_voweltravel_median,praat_voweltravel_std,praat_voweltravel_max,praat_voweltravel_first_quart,praat_voweltravel_third_quart,praat_voweltravel_IQR,praat_f0travel_mean,praat_f0travel_median,praat_f0travel_std,praat_f0travel_max,praat_f0travel_first_quart,praat_f0travel_third_quart,praat_f0travel_IQR,praat_f0_range,praat_f1_range,praat_f2_range,praat_intensity_range,praat_intensitytravel_range,praat_voweltravel_range,praat_f0travel_range,praat_f0travel_rate_median,praat_f0travel_rate_IQR,praat_voweltravel_rate_median,praat_voweltravel_rate_IQR,praat_intensitytravel_rate_median,praat_intensitytravel_rate_IQR,praat_f0_travel_rate_default,praat_voweltravel_rate_default,praat_intensitytravel_rate_default,mir_attack_mean,mir_attack_std,mir_attack_range,mir_attack_min,mir_attack_first_quart,mir_attack_median,mir_attack_third_quart,mir_attack_max,mir_attack_iqr,mir_attack_dist,mir_roughness_mean,mir_rolloff85,mir_inharmonicity,mir_roughness_std,mir_roughness_range,mir_roughness_first_quart,mir_roughness_median,mir_roughness_third_quart,mir_roughness_max,mir_roughness_iqr,mir_roughness_dist,mir_tempo,mir_pulseclarity,tm_peak_hz,tm_peak_idx,tm_std_idx,tm_std_hz,npvi_phrase,npvi_total,npvi_num_events
WEL14D,WEL,14,0,0,0,170.1797717,152.45,54.1285444,112.07,585.43,139.745,184.2625,44.5175,696.8689304,601.245,343.6413649,77.45,2297.64,470.8025,828.5925,357.79,1936.302809,1930.725,374.54403,669.18,3443.5,1699.995,2158.3175,458.3225,57.23181739,57.71,7.244210744,37.61,83.48,52.1925,62.4275,10.235,3.505264987,2.41,3.839344407,49.54,1.005,4.82,3.815,245.0893659,123.3254683,330.8016329,2553.355047,51.33156291,277.5112615,226.1796986,34.83127715,0,76.6436565,585.43,0,8.45,8.45,473.36,2220.19,2774.32,45.87,49.54,2553.193582,585.43,0,0.981479573,8.309951217,20.87566522,0.153381995,0.319744592,1.931714368,13.59245736,0.194399152,4.094621321,3.189882585,11.55781241,0.306582795,1.693745706,2.709968897,6.112624345,11.8643952,4.418878639,87.04051072,246.5099899,7856.948519,0.481827092,23.49515127,825.9465518,0.008162549,0.625600198,3.763123845,825.9465518,3.754961296,634.1557815,113.6595258,0.016891962,2.705,43,160.9591,8.450354,60.30639388,57.58689316,120
WEL15A,WEL,15,1,1,1,196.4245866,189.115,56.19715423,100.22,412.43,156.755,222.9075,66.1525,626.84493,562.89,242.61944,98.25,1870.25,460.75,705.74,244.99,1762.011399,1761.47,371.9047014,645.39,3312.43,1462.12,1985.47,523.35,58.03802151,59.7,7.314499995,37.5,71.23,55.135,63.2425,8.1075,1.946505376,1.145,2.676181216,39.57,0.4525,2.43,1.9775,166.7113512,74.88523413,253.3479486,2578.357727,29.52394174,184.3836316,154.8596899,16.61430108,1.115,56.08712746,409.1,0.2625,3.685,3.4225,312.21,1772,2667.04,33.73,39.57,2578.349661,409.1,0.102384792,0.393741722,6.401481578,18.21467581,0.089720629,0.20787989,1.139670759,11.43569334,0.133522033,5.659150947,3.728497929,16.03171347,0.389698727,2.168547035,5.23092361,8.223448855,16.4214122,6.05490182,245.4039666,298.939217,4126.00565,0.471712787,14.88843654,150.050437,0.335850487,1.603542695,6.219557365,150.050437,5.883706878,413.6580254,100.7306772,0.117098333,1.6025,22,193.8837,10.1789,74.850966,72.15652338,81
WEL15B,WEL,15,0,1,0,246.3601165,233.81,78.57863593,100.85,570.09,185.635,282.385,96.75,761.1539539,736.445,252.4311548,224.25,1865.51,570.7625,908.3275,337.565,1859.333741,1879.81,346.999058,872.24,3008.35,1638.9575,2090.3325,451.375,55.68492471,57.6,11.13737028,36,85.54,44.04,64.81,20.77,2.998591674,2.18,3.271412775,41.88,0.92,3.8,2.88,205.9018497,117.3268865,252.1101379,2522.792267,53.71844219,249.2116151,195.4931729,31.21403012,0.11,82.66891175,570.09,0,7.25,7.25,469.24,1641.26,2136.11,49.54,41.88,2522.730858,570.09,0.008018223,0.626071817,7.586204598,21.36373156,0.135445545,0.270308983,1.764748058,11.64107576,0.169531419,6.723048711,6.1400485400000004,23.18827199,0.223866795,1.031869577,6.006794268,10.64087089,23.41213879,9.609001317,116.0228918,283.8396474,7936.56249,0.449419759,53.07170914,1300.729609,0,7.29e-8,1.634260821,1300.729609,1.634260821,1324.516932,133.66073,0.109936355,2.8625,46,179.2044,9.408232,54.80516358,54.35433049,94
WEL15C,WEL,15,0,0,1,206.0986339,186.89,52.72659405,100.22,580.28,179.9825,215.56,35.5775,711.940809,604.945,286.5931657,163.8,2088.55,499.4125,889.2775,389.865,1780.144678,1771.995,399.056472,788.61,3539.47,1492.045,2033.08,541.035,56.13729045,56.745,6.862415323,39.1,85.57,52.1025,60.8425,8.74,1.794391431,1.01,3.004297295,60.26,0.41,2.26,1.85,204.6913254,100.4085194,282.6370024,1960.322408,42.30168695,246.7752658,204.4735788,18.62253165,0,64.00870016,580.28,0,1.03,1.03,480.06,1924.75,2750.86,46.47,60.26,1960.195825,580.28,0,0.126317156,8.507164887,18.48564247,0.081389578,0.171093029,1.157125992,12.71866025,0.111495956,3.250364853,4.274858183,15.25145785,0.062918301,0.976476115,1.69330181,3.381850675,15.31437615,2.40537456,38.19484544,426.8072662,8129.835606,0.485957327,48.12638891,938.617239,0.022359413,0.210143699,1.068143821,938.617239,1.045784408,565.8628253,147.585079,0.033656546,6.4325,114,151.3813,7.947515,94.00726929,84.48406201,47
WEL15D,WEL,15,0,0,0,189.3141882,175.46,68.68359972,100.11,581.92,154.33,194.67,40.34,635.2478225,594.55,208.0998215,189.95,2133.68,505.56,713.55,207.99,1845.258762,1853.5,344.2853464,777.81,3225.9,1612.24,2044.39,432.15,58.89063918,59.435,7.875252285,38.57,80.53,53.7225,64.5675,10.845,2.961649485,1.84,3.61412736,58.09,0.7525,3.99,3.2375,150.8885381,88.09946609,206.6162805,2312.57957,39.83763526,175.2872873,135.449652,36.38047423,0.18,87.6107235,581.92,0,6.4,6.4,481.81,1943.73,2448.09,41.96,58.07,2312.527604,581.92,0.010060232,1.013171775,6.543682524,15.67347475,0.164214991,0.336724421,2.392955207,9.924816007,0.194804898,17.44868577,19.5226843,58.56700161,0.644766539,1.966742534,4.591736246,39.62984892,59.21176815,37.66310639,445.591579,952.6797147,11727.05812,0.492659697,178.2401787,4461.411683,0.021381593,1.322429478,10.36260197,4461.411683,10.34122037,2724.313305,87.18376427,0.018676688,1.3925,18,158.7359,8.333637,65.162993,65.94265526,91
WEL16A,WEL,16,1,1,1,279.2710573,285.025,66.65596467,100.56,590.82,242.18,306.4425,64.2625,703.0966362,688.665,242.5422332,166.89,1743.61,530.1275,841.8625,311.735,1885.61627,1885.67,336.6034279,668.91,2876.95,1694.6675,2132.5275,437.86,59.31213714,59.67,4.998160749,46.39,70.19,55.155,63.245,8.09,1.66864,1.11,2.349092108,48.17,0.515,2.065,1.55,246.4021486,130.8364756,305.1506687,2445.381561,55.23154312,308.4157226,253.1841795,26.98891429,1.31,81.02080748,590.82,0,4.59,4.59,490.26,1576.72,2208.04,23.8,48.17,2445.066278,590.82,0.095062762,0.471988493,12.28608515,33.04322936,0.095471698,0.198555401,1.967296148,17.9609299,0.121631756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.329759,6840.892553,0.472097557,5.932454128,82.27296457,0.295496163,0.953881638,2.478272902,82.27296457,2.182776739,224.0670632,171.3183009,0.035855556,0.92,9,185.6301,9.745578,68.49249288,66.59903565,63
WEL16B,WEL,16,0,1,0,328.6254146,327.56,70.88176137,126.37,489.27,275.65,377.61,101.96,797.87625,739.385,275.1646797,266.82,1879.78,600.9175,985.3875,384.47,1964.502194,1979.14,313.2803791,752.5,2938.21,1809.0625,2161.445,352.3825,53.17237454,50.66,7.828991636,41.05,80.88,47.09,58.51,11.42,2.709877751,1.945,3.378045792,55,0.9525,3.59,2.6375,284.5767493,171.3985178,311.7422394,2157.438198,74.85741835,384.3910258,309.5336075,30.68677262,0,92.36643466,473.95,0,2.0275,2.0275,362.9,1612.96,2185.71,39.83,55,2157.438198,473.95,0,0.222618326,16.07238968,35.79240452,0.165925889,0.330525885,2.392140802,22.18374874,0.211244409,3.264442566,2.624251299,9.426042395,0.043627101,1.027082017,2.97283203,4.982135499,9.469669496,3.955053483,42.49029609,304.5265051,8954.658222,0.453331804,33.13913184,735.2469563,0,5.35e-6,0.129461832,735.2469563,0.129461832,337.4827329,102.3559293,0.191345203,2.1275,32,157.7556,8.282171,59.0081615,65.60087747,41
WEL16C,WEL,16,0,0,1,218.2524819,224.03,36.08376671,151.22,359.81,190.97,234.015,43.045,680.3612327,621.27,303.1782428,152.45,2366.65,463.615,798.99,335.375,1917.695723,1895.95,379.7805416,879.8,3661.09,1631.19,2192.11,560.92,57.89604271,58.135,6.506003114,40.54,87.95,53.67,62.1925,8.5225,2.20620603,1.295,2.907828848,44.03,0.57,2.7725,2.2025,220.5539688,105.4284049,297.0706996,2447.913518,44.68025601,271.7403951,227.0601391,32.8991206,0.555,80.43888087,359.81,0,3.3025,3.3025,208.59,2214.2,2781.29,47.41,44.03,2447.786473,359.81,0.054719288,0.562034843,10.82182447,28.29394396,0.130687973,0.296540574,2.635215391,17.66634495,0.176716823,50.94996213,9.424468175,13.32821071,44.28585678,44.28585678,50.94996213,57.61406749,57.61406749,13.32821071,13.32821071,5608.068305,15037.64091,0.492411014,1771.538216,49223.83217,0.038440285,0.237052008,1.136449975,49223.83217,1.098009689,7125.107433,51.06024209,0.034011103,2.4425,38,171.1977,8.987882,53.3069654,56.2025636,53
WEL16D,WEL,16,0,0,0,193.1232967,179.95,76.5284157,130.56,573.62,151.84,202.52,50.68,751.3336441,679.495,290.4349318,284.37,1944.66,546.78,870.8,324.02,1966.697797,1921.345,313.2588316,919.8,3143.68,1748.755,2160.0725,411.3175,59.70824879,59.505,7.315268487,43.35,84.07,54.5775,65.045,10.4675,2.512971014,1.71,2.854601854,44.92,0.7575,3.4725,2.715,233.4066019,115.0432513,301.4995619,2074.67012,49.26659739,284.9793514,235.712754,27.44797101,0,81.94242571,573.62,0,1.785,1.785,443.06,1660.29,2223.88,40.72,44.92,2074.67012,573.62,0,0.350333776,12.15100717,27.75459949,0.154286002,0.305184738,2.113917014,17.97590746,0.193537518,3.827352462,3.207900924,9.128315774,0.652296638,0.940895824,2.591492797,5.516181017,9.780612413,4.575285193,35.77586401,994.8355947,12785.38141,0.495320411,131.2826966,2709.149801,0.004046075,0.472653145,6.429735986,2709.149801,6.425689911,1192.630547,72.76322277,0.054459947,0.9725,10,156.9023,8.237372,67.20086137,71.88841362,57
WEL17A,WEL,17,1,1,1,245.7212984,235.055,65.81082113,174.59,585.87,191.745,281.205,89.46,757.558662,705.415,343.0137709,108.08,2025.54,486.02,953.45,467.43,2074.665317,2064.66,271.1503141,1245.59,3230.44,1897.2575,2222.965,325.7075,53.78545135,53.79,4.860217971,43.2,65.13,50.16,57.4,7.24,1.903821805,1.29,2.333475551,44.25,0.61,2.47,1.86,226.3919676,132.8769949,289.967235,2543.191031,60.47538656,264.6737402,204.1983537,32.24347011,1.21,84.88337978,564.73,0,5.02,5.02,411.28,1917.46,1984.85,21.93,44.25,2543.042751,564.73,0.088224299,0.566557377,11.34597981,24.54420166,0.110291262,0.206953684,2.410720134,16.92645589,0.142341427,3.869352311,4.067049032,30.13728837,0.877954821,1.616388828,2.765992111,4.260892466,31.01524319,2.644503637,242.3021304,93.19053934,11126.08409,0.467280324,3.413594566,93.97302451,0.071873183,0.205568872,0.560134538,93.97302458,0.488261355,55.93774582,102.1982324,0.078154816,1.025,11,178.8118,9.387615,48.99684121,56.20331885,85
WEL17B,WEL,17,0,1,0,298.7149138,307.35,92.23389915,174.26,587.08,218.835,354.695,135.86,959.126384,951.28,307.5434775,225.29,2151.05,766.74,1123.65,356.91,2119.047303,2086.13,271.70458,1181.64,3257.15,1957.53,2229.18,271.65,51.48371765,51.07,4.120837601,42.76,70.58,48.6575,53.82,5.1625,1.602588235,1.13,2.181833688,49.52,0.52,2.14,1.62,228.5340073,148.6901991,283.2598144,3551.929453,60.46626781,291.7872728,231.321005,21.26557647,0,83.28654928,587.08,0,0,0,412.82,1925.76,2075.51,27.82,49.52,3551.670576,587.08,0,0,12.63127572,26.999632,0.102325163,0.178304141,1.595537093,17.14670119,0.120240755,3.090089492,2.978625763,10.13133125,0.278767864,1.098248618,1.684050164,4.94308005,10.41009911,3.844831432,39.45382888,187.8621629,12542.81745,0.492025751,3.392560078,36.80688653,0.021783676,0.114769079,0.612883973,36.80688653,0.591100297,63.86425682,176.8385256,0.085406541,1.6025,22,152.2519,7.993226,70.32825091,74.87045712,32
WEL17C,WEL,17,0,0,1,251.0165237,245.78,57.8674593,106.4,579.24,211.8,284.29,72.49,694.7910296,648.66,195.4382493,230.96,1636.1,565.15,803.67,238.52,1977.945941,1990.53,232.9213077,1032.68,2850.38,1840.39,2131.17,290.78,60.60471631,61.52,7.759883004,43.02,87.89,54.5825,66.48,11.8975,2.272765957,1.54,2.813808791,49.32,0.7025,3.05,2.3475,141.194512,89.37007294,172.7684397,2206.027739,37.99693723,180.1563236,142.1593863,27.97910165,0.34,81.10923804,579.24,0,2.8775,2.8775,472.84,1405.14,1817.7,44.87,49.32,2205.553184,579.24,0.021348169,0.273024194,7.506981227,17.3922996,0.138318709,0.278299444,2.109137244,10.64360849,0.171326992,5.26148986,9.720310692,29.48437039,0.01108693,0.179118765,0.32458633,8.200398188,29.49545732,8.021279423,90.75638281,3226.935602,12171.62204,0.487651876,938.3329623,17161.89754,0.034861359,0.818559533,4.802472032,17161.89754,4.767610673,3013.100388,130.7216742,0.049280788,2.4425,38,165.6669,8.697515,55.92654325,58.28652941,56
WEL17D,WEL,17,0,0,0,217.6041935,183.56,78.68235561,106.72,563.67,174.61,232.47,57.86,723.71405360000006,621.19,268.6586853,195.65,1666.75,526.2825,862.8625,336.58,1964.818429,2003.045,279.1764524,939.58,3365.77,1830.01,2128.945,298.935,57.0056328,55.72,6.329564559,45.42,77.84,52.6,60.27,7.67,2.512370766,1.85,2.876175954,46.43,1.01,3.26,2.25,185.7606612,101.8532167,256.3125245,2236.417032,42.43120388,226.2415745,183.8103706,33.75080214,0,84.50004588,563.67,0,3.23,3.23,456.95,1471.1,2426.19,32.42,46.43,2236.175994,563.67,0,0.560959233,13.72108807,35.68464206,0.245333333,0.388253682,3.829854048,21.07909073,0.285089916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.0772975,9946.236992,0.476737228,34.18984494,805.8409405,0.013626229,0.184544192,1.707991001,805.8409405,1.694364772,555.2542621,91.06283622,0.082048562,1.8125,26,176.5064,9.266584,51.59128202,57.62794325,41
WEL18A,WEL,18,1,1,1,200.4013269,193.31,41.53208539,101.44,367.47,178.715,225.015,46.3,670.318435,595.87,333.6913142,98.64,2187.99,418.94,846.96,428.02,1947.0367,1905.09,340.573212,992.83,3167.8,1715.265,2148.275,433.01,56.57218233,57.15,6.43371672,40.31,87.44,52.24,61.27,9.03,2.104761455,1.28,2.633762969,46.69,0.54,2.73,2.19,222.2073218,113.5992648,299.5087405,2683.738571,46.70383523,262.07471,215.3708748,23.09665564,0,61.93742747,359.74,0,2.58,2.58,266.03,2089.35,2174.97,47.13,46.69,2683.738571,359.74,0,0.108387097,4.00290453,11.50397581,0.043912409,0.101943995,0.697257218,6.708142575,0.06353994,2.278203123,2.703334671,14.72611728,0.058964807,0.650221424,1.16001635,3.158920289,14.78508208,2.508698865,150.5896704,183.2134345,6928.917933,0.451902917,40.97039174,2152.136859,0.011054689,0.163538912,0.678194135,2152.136859,0.667139446,290.3088417,133.0069787,0.077750607,1.34,17,160.6371,8.433448,66.12672091,64.32207111,151
WEL18B,WEL,18,0,1,0,271.0598018,253.83,98.64267801,108.65,596.85,195.13,312.82,117.69,550.8075816,444.9,305.9298146,149.65,2066.77,338.6525,682.115,343.4625,1946.160653,1967.87,404.486028,783.43,3125.25,1658.3125,2206.1675,547.855,59.46453065,61.59,14.22435526,32.65,85.9,45.64,72.2925,26.6525,4.467298851,2.78,4.901359271,39.17,1.12,6.02,4.9,204.4513492,105.3050248,286.1526285,3108.271722,42.30162934,246.784764,204.4831347,41.86015326,2.43,97.18215696,582.23,0,16.125,16.125,488.2,1917.12,2341.82,53.25,39.17,3108.271722,582.23,0.155762679,1.653218465,7.679753699,20.37804944,0.203668966,0.420853,2.558782146,12.49748081,0.273072209,7.257886197,4.678181552,20.1015586,0.216830113,3.972099227,6.384152431,8.953663054,20.31838872,4.9815638270000004,304.2106635,195.3070977,4019.054604,0.455726268,77.26792729,2717.436888,0,6.52e-4,1.69001102,2717.436888,1.69001102,2533.700048,166.3504257,0.060883627,1.8125,26,182.4248,9.577301,48.76716687,48.76336802,97
WEL18C,WEL,18,0,0,1,234.8479051,231.77,50.34221378,102.42,596.02,209.16,252.53,43.37,585.181318,527.075,280.4762576,118.22,2074.55,430.615,647.7925,217.1775,1836.195565,1819.195,365.8679239,587.68,3634.69,1644.645,2023.4,378.755,63.82688502,68.99,11.80957334,34.92,83.12,55.785,72.69,16.905,2.88356546,1.225,4.519598772,50.46,0.44,3.26,2.82,142.4733238,59.0260908,261.2850919,2294.577403,21.26980809,137.8786259,116.6088178,26.17533426,1.27,77.08362048,596.02,0,4.9725,4.9725,493.6,1956.33,3047.01,48.2,50.46,2294.577403,596.02,0.064631174,0.315671102,3.227081486,7.706485674,0.068963868,0.191225822,1.164155505,6.336541974,0.128247402,2.897115725,2.579790616,17.31909887,0.192281769,1.067079126,2.476092656,3.738919173,17.51138064,2.671840047,174.547031,223.2225712,5624.64509,0.439020678,81.55944498,1790.438332,0.003698487,0.802624925,3.277704264,1790.438332,3.274005777,1311.980841,80.8967904,0.061015266,1.445,19,179.7564,9.437211,64.45749697,70.80065072,95
WEL18D,WEL,18,0,0,0,200.3413029,168.63,90.96749032,123.8,589.9,157.295,193.355,36.06,595.8307267,539.4,273.9791364,150.14,1869.54,433.93,655.35,221.42,1812.813886,1789.03,390.2443417,684.33,3394.95,1587.91,2027.73,439.82,60.46138583,62.75,10.20139212,37.06,84.19,52.785,68.13,15.345,3.870346457,2.46,4.378171752,45.72,0.99,5.01,4.02,209.2175084,99.07075957,320.7941731,3435.641226,43.80839955,240.9922177,197.1838182,45.20392126,1.14,103.0441535,589.9,0,11.44,11.44,466.1,1719.4,2710.62,47.13,45.71,3435.641226,589.9,0.098403756,2.563949676,12.48669946,30.8980669,0.313585746,0.748647484,4.534540249,20.98723266,0.388246004,8.138589217,4.920125464,21.50565478,1.067162707,4.641872767,6.726666724,11.15065103,22.57281749,6.508778264,279.7897815,568.1551928,8651.511097,0.486798868,67.80566384,678.8818262,9.33e-11,2.936824833,22.19753237,678.8818262,22.19753237,2088.430002,135.8114911,0.04477752,1.76,25,165.5702,8.692435,65.08781715,68.60811959,65
WEL19A,WEL,19,1,1,1,133.795743,124.08,42.18583327,75.38,297.87,111.85,145.32,33.47,886.002482,831.47,463.5089912,73.53,2006.77,498.4225,1288.8725,790.45,1916.444406,1851.175,431.291748,779.78,3251.49,1590.43,2251.275,660.845,56.12973046,54.8,8.393607597,39.5,90.33,51.2,58.67,7.47,2.086301616,1.25,3.210821488,48.37,0.53,2.46,1.93,342.176296,162.865489,414.0328242,2052.06959,51.08081738,485.9624522,434.8816348,14.28436266,0,42.05827623,282.28,0,0.39,0.39,222.49,1933.24,2471.71,50.83,48.37,2052.06959,282.28,0,0.024304167,11.73960614,35.67568842,0.083561217,0.174670843,0.818440233,19.60541428,0.119537233,6.488776506,6.220180828,19.93928459,0.026223149,2.158246892,4.861603096,9.18995463,19.96550774,7.031707738,80.34082664,8328.033162,8314.697313,0.451433607,4920.019556,74463.8392,0,0,0.066374483,74463.8392,0.066374483,20696.76671,109.4514187,0.092256794,0.7625,6,170.5096,8.951752,74.74715451,61.05961572,21
WEL19B,WEL,19,0,1,0,160.1023636,168.51,43.53744513,75.08,280.64,126.08,183.83,57.75,700.7378817,670.16,264.8842604,154.98,2051.19,505.81,839.32,333.51,1685.410009,1662.48,324.0098864,720.52,2884.11,1494.85,1879.89,385.04,54.50260371,51.56,9.772152185,39.48,79.74,46.41,61.65,15.24,2.295361552,1.53,2.976514812,48.93,0.67,2.915,2.245,248.6672812,142.8218632,289.1743278,2315.310592,52.3607079,333.3174496,280.9567417,17.60929453,0,50.88782716,280.64,0,1.85,1.85,205.56,1896.21,2163.59,40.26,48.93,2315.010846,280.64,0,0.125069871,9.599590542,24.3020065,0.097564962,0.211729712,0.991198858,13.99708119,0.129202209,6.161336956,4.228165513,13.97603387,0.204083215,2.34289517,6.28389287,8.608630962,14.18011708,6.265735792,123.4166557,369.3693308,7263.313437,0.438457042,49.57671709,982.6671876,0,0,1.824612253,982.6671876,1.824612253,1213.696458,85.8037569,0.070538202,1.13,13,199.4063,10.46883,36.823192,47.21187757,53
WEL19C,WEL,19,0,0,1,172.4171703,170.03,35.70364516,75,299.92,148.0525,195.4975,47.445,611.211789,532.33,301.064036,95.9,1933.65,392.34,731.85,339.51,1677.822944,1649.52,354.2612603,778.71,2896.21,1429.83,1898.87,469.04,59.37427655,60.63,7.780664224,39.23,85.11,55.12,63.8,8.68,2.491772242,1.54,3.113335242,49.16,0.66,3.36,2.7,221.6033944,96.88675667,298.9705854,1739.778741,38.72556843,257.9816446,219.2560762,24.04281851,1.13,57.04587539,288.28,0,5.22,5.22,224.92,1837.75,2117.5,45.88,49.16,1739.778741,288.28,0.053164021,0.421354582,5.478013014,18.56399611,0.081883316,0.176150408,1.092854282,10.07287138,0.11326226,3.060338899,3.602722136,12.36915586,0.169577895,1.606682441,1.836546149,3.174868915,12.53873376,1.568186474,29.64359789,607.4622818,7812.368059,0.495016187,177.8559223,4843.073752,0,0.176037941,1.123812599,4843.073752,1.123812599,2011.161709,186.1145944,0.12677774,1.445,19,165.1387,8.669782,67.91493814,63.87703264,137
WEL19D,WEL,19,0,0,0,140.2228085,125.49,46.18842902,74.98,298.13,109.395,156.4575,47.0625,672.1263095,605.63,294.9714299,188.33,1723.04,458.9875,779.16,320.1725,1672.277597,1664.33,361.9257133,701.95,3092.4,1404.37,1916.5125,512.1425,61.18380541,62.32,9.199138629,41.24,86.79,54.63,67.75,13.12,3.134492441,2.265,3.816393162,68.88,1.0425,4.1575,3.115,213.696502,101.2042136,287.0129377,2422.541016,45.03474644,250.5293292,205.4945828,27.20534557,0.89,58.97847395,298.13,0,7.865,7.865,223.15,1534.71,2390.45,45.55,68.87,2422.541016,298.13,0.076902334,1.564920467,9.339700579,23.64142891,0.178798891,0.351251191,1.874206748,14.72179153,0.215938697,8.015435082,6.233765022,18.30546363,0.326323665,2.490058919,7.335616693,9.441728884,18.63178729,6.951669966,48.74542028,637.9478795,7462.074995,0.462813444,140.5002802,3558.122392,0,0.015124585,10.36171831,3558.122392,10.36171831,3405.384348,148.1230423,0.198141989,2.915,47,123.5697,6.487411,63.59881423,58.80819406,90
WEL20A,WEL,20,1,1,1,242.7980715,232.79,53.04413208,100.21,584.23,210.645,275.82,65.175,598.5511498,499.41,265.6699715,97.87,1947.67,423.3475,717.7925,294.445,1770.701372,1728.295,349.1409341,669.17,3368.04,1541.13,1957.5425,416.4125,62.54163698,65.44,8.651226582,42.16,83.67,54.27,69.06,14.79,1.994281225,1.41,2.318687011,50.73,0.62,2.62,2,155.8684463,66.83541946,248.6536072,2065.567297,28.09007751,157.3180728,129.2279953,12.93492014,1.52,50.91643832,584.23,0,4.54,4.54,484.02,1849.8,2698.87,41.51,50.73,2065.522817,584.23,0.027952481,0.109309533,1.358076783,3.900115807,0.027336683,0.055929584,0.216597272,2.610041653,0.033394553,3.358441663,3.050215281,18.48559916,0.052829786,1.542006605,2.541942479,4.238760724,18.53842895,2.696754118,235.1456879,49.59783546,8101.87819,0.47592166,6.933809958,256.8973592,0,0.038722224,0.50931427,256.8973592,0.50931427,223.8558592,99.78253252,0.034513471,1.865,27,188.2314,9.882151,54.93794156,59.91474189,381
WEL20B,WEL,20,0,1,0,244.6692483,185.185,132.8681723,100.83,597.34,158.92,295.5425,136.6225,775.9775302,724.08,304.4066913,81.36,1942.85,548.41,959.99,411.58,1913.627929,1869.23,358.3610541,769.93,3176.93,1686.27,2154.2,467.93,54.7898661,51.635,9.672054455,41.17,89.96,46.74,61.9725,15.2325,2.190414762,1.58,2.400641683,46.14,0.73,2.83,2.1,263.1390406,142.6300471,308.443049,2463.546716,57.88314795,338.2183101,280.3351622,23.36671457,0,80.00989028,594.5,0,1.725,1.725,496.51,1861.49,2407,48.79,46.14,2463.543257,594.5,0,0.049755696,3.961679136,8.63433743,0.034612591,0.071285064,0.487918243,5.494582385,0.045737852,2.061076403,2.528995474,9.036693009,0.038926366,0.323094433,1.042963014,3.356563034,9.075619375,3.033468601,39.96478639,381.0383525,5788.131309,0.476147172,100.2217728,3715.5552,0,0,2.87e-5,3715.5552,2.87e-5,1205.009085,107.1622979,0.041740547,2.3375,36,127.9453,6.717126,54.01170457,58.10166884,142
WEL20C,WEL,20,0,0,1,230.6752833,229.325,61.35858989,100.67,594.51,192.2,252.9125,60.7125,590.4393753,501.26,260.8199539,114.56,2040.41,424.55,694.43,269.88,1829.203923,1748.66,404.5927183,760.9,3293.1,1551.52,2116.86,565.34,64.10680819,67.025,9.900765449,42.41,85.56,55.3675,71.8175,16.45,2.107022977,1.36,2.78610451,72.11,0.57,2.75,2.18,163.3030323,72.67507944,253.3808663,1981.537477,28.26076048,175.8947256,147.6339651,17.25733766,1.49,59.15603682,551.82,0,4.6975,4.6975,493.84,1925.85,2532.2,43.15,72.11,1981.49761,551.82,0.05331503,0.210387738,2.806092855,8.135229933,0.050654342,0.11645463,0.550857387,5.212662772,0.06725656,5.240532525,6.065681204,26.67050365,0.075757648,1.558534251,2.672945969,5.993087813,26.7462613,4.434553562,258.6896302,121.6153286,7792.096567,0.403744626,30.71497147,1812.440331,0,0.095735501,1.223393217,1812.440331,1.223393217,679.7207688,144.3268958,0.08861,1.34,17,189.0061,9.922822,60.91746637,62.05282282,171
