id,id_site,id_person,ids,infantdir,song,praat_f0_mean,praat_f0_median,praat_f0_std,praat_f0_min,praat_f0_max,praat_f0_first_quart,praat_f0_third_quart,praat_f0_IQR,praat_f1_mean,praat_f1_median,praat_f1_std,praat_f1_min,praat_f1_max,praat_f1_first_quart,praat_f1_third_quart,praat_f1_IQR,praat_f2_mean,praat_f2_median,praat_f2_std,praat_f2_min,praat_f2_max,praat_f2_first_quart,praat_f2_third_quart,praat_f2_IQR,praat_intensity_mean,praat_intensity_median,praat_intensity_std,praat_intensity_min,praat_intensity_max,praat_intensity_first_quart,praat_intensity_third_quart,praat_intensity_IQR,praat_intensitytravel_mean,praat_intensitytravel_median,praat_intensitytravel_std,praat_intensitytravel_max,praat_intensitytravel_first_quart,praat_intensitytravel_third_quart,praat_intensitytravel_IQR,praat_voweltravel_mean,praat_voweltravel_median,praat_voweltravel_std,praat_voweltravel_max,praat_voweltravel_first_quart,praat_voweltravel_third_quart,praat_voweltravel_IQR,praat_f0travel_mean,praat_f0travel_median,praat_f0travel_std,praat_f0travel_max,praat_f0travel_first_quart,praat_f0travel_third_quart,praat_f0travel_IQR,praat_f0_range,praat_f1_range,praat_f2_range,praat_intensity_range,praat_intensitytravel_range,praat_voweltravel_range,praat_f0travel_range,praat_f0travel_rate_median,praat_f0travel_rate_IQR,praat_voweltravel_rate_median,praat_voweltravel_rate_IQR,praat_intensitytravel_rate_median,praat_intensitytravel_rate_IQR,praat_f0_travel_rate_default,praat_voweltravel_rate_default,praat_intensitytravel_rate_default,mir_attack_mean,mir_attack_std,mir_attack_range,mir_attack_min,mir_attack_1q,mir_attack_med,mir_attack_3q,mir_attack_max,mir_attack_dist,mir_attack_iqr,mir_roughness_mean,mir_roughness_std,mir_roughness_range,mir_roughness_1q,mir_roughness_med,mir_roughness_3q,mir_roughness_max,mir_roughness_dist,mir_rolloff85,mir_inharmonicity,mir_roughness_iqr,mir_tempo,mir_pulseclarity,tm_peak_hz,tm_peak_idx,tm_std_idx,tm_std_hz,npvi_phrase,npvi_total,npvi_num_events
ACO01A,ACO,1,1,1,1,197.4520455,205.935,37.84245755,100.81,257.03,193.3,220.125,26.825,625.80656080000006,617.44,206.7815868,93.44,1099.07,448.48,797.91,349.43,1663.881481,1524.4,439.9701674,990.06,2634.49,1366.15,1982.7,616.55,71.5880102,72.39,6.288755013,50.79,84.47,68.5075,75.9525,7.445,4.390507614,1.49,11.26279403,80.56,0.7,3.52,2.82,207.1390697,68.36696552,427.7867801,2622.805707,33.39151332,164.3933175,131.0018042,25.3542132,3.61,62.16420386,241.06,1.01,7.77,6.76,156.22,1005.63,1644.43,33.68,80.56,2622.805707,241.06,4.743859649,20.87111111,100.5246099,296.9043582,2.615652174,5.194666667,29.93687207,244.5785157,5.184071924,5.8051887,5.2766261,20.075817,0.54999864,2.3341112,3.8470225,7.7021809,20.625816,81.061752,5.3680696,1037.9115,182.65843,1350.0208,4.8981662,34.134674,131.20818,1350.0208,2245.3711,4299.5752,0.38087618,126.31001,130.94057,0.27959359,1.9175,27,153.5462,8.0611734,45.632912,48.415287,22
ACO01D,ACO,1,0,0,0,210.7627232,205.23,43.06700712,143.8,593.63,188.7425,224.125,35.3825,605.6867829,569.39,168.8026674,202.09,1281.04,491.915,696.46,204.545,1689.952674,1623.625,450.4116312,746.6,2855.88,1417.6325,1902.855,485.2225,64.61543726,65.59,6.018478582,47.69,76.55,61.395,68.995,7.6,3.963091603,2.425,5.916388886,61.27,0.96,5.415,4.455,312.9026197,142.284996,475.1899183,2836.833413,62.44951847,331.3486303,268.8991118,39.68118321,6.185,84.35902712,593.63,2.37,13.8325,11.4625,449.83,1078.95,2109.28,28.86,61.26,2836.833413,593.63,4.395076923,14.79873016,99.86321827,334.2231313,1.947428571,4.305014245,25.47959256,200.9171757,2.544731562,7.4998612,4.992754,21.576427,0.48098528,3.9734607,6.5780072,10.525006,22.057413,148.68076,6.5515451,462.39343,43.840523,393.01517,2.009594,6.7170601,21.125193,393.01517,793.45941,6775.5571,0.46531561,19.115599,125.06851,0.24427746,2.075,30,156.2968,8.2055807,45.454285,50.712158,42
ACO02A,ACO,2,1,1,1,170.4625,170.545,39.34036132,84.27,251.43,146.215,197.75,51.535,684.6685047,703.23,180.0747188,302.6,1197.08,525.5275,804.0175,278.49,1466.187243,1413.18,270.0867933,887.43,2628.91,1328.7725,1574.6025,245.83,73.83427907,74.34,6.610150882,55.53,84.45,69.96,79.125,9.165,6.538565022,1.74,16.41945053,81.58,0.73,4.3,3.57,202.354071,44.17663763,391.5879796,2105.108221,17.21647572,151.5112069,134.2947312,26.61721973,2.2,55.2056289,251.43,0.715,7.06,6.345,167.16,894.48,1741.48,28.92,81.58,2105.108221,251.43,3.4688,23.70153846,95.84077681,387.6732557,2.971428571,10.60577334,41.5806655,316.1117886,10.21436077,9.1015615,6.3317018,25.599909,0.34054109,3.9310937,8.1223078,12.720564,25.940449,198.14726,8.7894707,2036.2678,423.88821,2585.7119,28.875868,113.36444,376.17871,2585.7119,6008.5161,6336.9019,0.45567232,347.30283,122.48331,0.13235062,1.2875,15,175.18469,9.197197,69.519073,68.144897,35
ACO02B,ACO,2,0,1,0,192.2963218,185.29,36.86632262,98.16,283.23,166.4275,223.795,57.3675,538.1701493,519.21,139.8273249,292.29,1192.94,445.2,595.75,150.55,1583.035025,1529.41,407.3977925,708.74,2581.22,1255.62,1853.98,598.36,71.62880597,72.49,5.379608031,54.85,82.1,68.16,75.07,6.91,7.313142857,2.66,16.42415719,81.95,1.0975,4.93,3.8325,302.9657003,126.2067434,443.3966353,2309.615637,51.12698033,284.8910279,233.7640475,42.36795238,5.22,74.79083306,279.04,1.4825,23.5925,22.11,185.07,900.65,1872.48,27.25,81.95,2309.615637,279.04,11.72114286,67.01650526,217.6381111,631.2461143,4.477090909,10.22992669,61.34726137,438.6833669,10.58916613,7.6225834,5.3329501,24.791666,1.5316681,3.3842759,6.4938865,9.2945642,26.323334,182.19604,5.9102883,1454.423,306.98853,2947.3113,7.8625851,34.505898,143.92603,2947.3113,5459.5806,7227.3335,0.47243646,136.06343,62.181076,0.097286969,1.8125,25,172.2411,9.0426588,62.4142,62.117661,39
ACO02C,ACO,2,0,0,1,222.8409655,237.96,46.40554127,91.4,295.23,196.93,250.55,53.62,534.0918421,512.845,123.099773,311.08,1017.1,457.815,595.725,137.91,1563.748947,1516.055,262.9126457,1010.03,2179.16,1397.47,1753.0675,355.5975,71.96625,72.07,6.424311318,48.87,86.52,68.4075,76.07,7.6625,6.427798742,2.47,15.20407214,85.58,0.875,4.97,4.095,185.5820305,84.79175946,356.9827507,1986.198239,35.68326463,164.6478997,128.964635,28.99779874,4.75,67.19054456,284.01,1.51,13.2,11.69,203.83,706.02,1169.13,37.65,85.58,1986.198239,284.01,9.374814815,31.39565961,133.6451188,281.1276821,3.666285714,8.9996298,39.86511754,255.1314161,8.836703594,7.886837,5.3063469,15.082217,1.9783356,3.4784703,5.9634314,11.07573,17.060553,73.633476,7.59726,831.13123,224.78825,1311.8467,1.6020002,14.431257,61.714664,1311.8467,4395.3716,11427.738,0.42667511,60.112663,100.24062,0.12270866,1.865,26,188.3338,9.8875237,47.972233,61.366112,27
ACO02D,ACO,2,0,0,0,161.4516667,165.97,36.27191415,75.77,240.51,147.575,186.6325,39.0575,532.3003774,524.71,122.7703215,307.75,824.43,425.4475,626.3775,200.93,1536.632075,1478.475,267.7813628,1048.97,2470.56,1349.9175,1642.0375,292.12,67.23764151,67.99,5.22735188,51.05,77.49,65.125,70.3,5.175,5.360460829,2.17,13.19325321,75.69,1.03,3.92,2.89,188.0305635,85.63591823,312.7981851,1886.509794,37.89666682,195.4322094,157.5355426,25.13884793,4.2,52.04473473,227.15,1.72,9.58,7.86,164.74,516.68,1421.59,26.44,75.69,1886.509794,227.15,3.963076923,20.41321739,86.89489728,253.4401354,2.217142857,6.334666667,21.33775333,159.5995884,4.54993766,10.255295,14.666378,46.296375,0.54577297,2.6503303,3.9939721,8.3251553,46.842148,100.73411,5.6748252,961.52295,102.51038,979.12128,4.3226614,22.108809,57.863987,979.12128,1743.1301,8242.8428,0.47134691,53.541328,183.63176,0.17699851,0.97250003,9,187.3699,9.8369169,65.787048,65.417267,43
ACO03A,ACO,3,1,1,1,177.9555346,187.63,53.51448568,99.89,512.96,123.165,207.27,84.105,615.2788156,557.01,244.5538896,121.57,1713.09,437.675,761.29,323.615,1828.353821,1789.94,456.7738425,618.96,2896.19,1480.585,2235.01,754.425,73.91804396,74.685,4.973251037,55.29,85.49,71.325,77.3775,6.0525,2.942702407,0.94,9.31078236,82.8,0.36,2.57,2.21,215.2417848,76.50750947,388.2279255,2932.083009,27.14429403,213.4257499,186.2814558,22.14025164,1.355,56.86343936,499.22,0.38,4.6825,4.3025,413.07,1591.52,2277.23,30.2,82.8,2932.083009,499.22,1.281927711,5.985848485,78.22606057,224.4594899,0.921536273,2.469571327,17.80375234,173.0834632,2.366330144,4.7356868,3.0788829,14.52343,0.23661739,2.5747972,4.2080441,5.9955015,14.760047,183.92525,3.4207044,695.83936,139.59392,1558.3546,12.611576,37.235828,103.96978,1558.3546,1807.5322,4586.9297,0.50381792,91.358208,167.51845,0.1930508,1.4974999,19,174.6528,9.1692715,74.996284,74.800247,91
ACO03B,ACO,3,0,1,0,172.5463946,180.31,28.36782986,100.69,222.48,172.41,186.25,13.84,691.9655941,671.91,231.7742014,111.76,1538.53,523.99,833.8875,309.8975,1583.455198,1534.67,405.0966536,690.32,3062.75,1330.245,1768.4275,438.1825,71.7684878,71.75,4.888484784,61.28,85.48,68.71,74.58,5.87,3.730873786,1.385,11.06673619,80.53,0.65,2.79,2.14,297.0993229,117.9325659,481.45306419999997,2816.37239,42.42667542,271.2414029,228.8147275,28.33616505,2.545,60.35018639,202,0.365,7.0375,6.6725,121.79,1426.77,2372.43,24.2,80.52,2816.273743,202,2.700227642,13.06448718,151.9618589,388.3372132,1.884483516,3.908926807,30.9925336,324.9508439,4.080623859,5.0007205,3.414422,10.191868,0.70896852,2.1521215,3.7983956,8.2738113,10.900836,70.05722,6.1216903,1206.9009,245.88606,1644.9932,17.69231,42.685162,87.405678,1645.0621,2666.4785,4267.1069,0.48037475,69.713371,106.99437,0.097947277,1.9175,27,160.0524,8.40275,51.788448,45.457531,27
ACO03C,ACO,3,0,0,1,202.397663,216.83,72.18993923,100.53,596,113.3725,229.7825,116.41,708.3512105,649.81,246.6328512,238.74,1737.18,551.2975,834.0375,282.74,1789.505316,1776.15,324.5702302,1071.53,3036.6,1550.4925,2065.8375,515.345,75.18031088,75.93,4.437329094,61.24,83.12,73.81,77.95,4.14,3.903195876,1.265,11.02423699,80.43,0.4725,3.5025,3.03,223.2898342,104.2194185,398.0574041,2497.15749,35.09387186,220.4577523,185.3638804,38.19793814,2.835,88.93861824,596,0.815,13.605,12.79,495.47,1498.44,1965.07,21.88,80.43,2497.15749,596,4.278888889,27.1038,108.4100721,265.135016,1.515301297,4.15590051,33.60725624,196.454548,3.434104308,8.4622955,4.2473454,16.537092,2.0663092,5.7459273,7.3839378,10.560219,18.603401,109.53127,4.814292,1443.9614,228.73929,1507.3655,36.396004,116.59295,238.2114,1507.6771,4092.0874,7897.1338,0.41168931,201.8154,183.97908,0.24255714,1.55,20,158.34599,8.3131666,61.959358,62.25106,22
ACO03D,ACO,3,0,0,0,186.9801873,189.1,61.73276405,100.2,325.85,128.075,224.045,95.97,734.1522699,737.49,197.3571317,229.46,1292.51,588.385,880.615,292.23,1815.82862,1748.815,317.0856368,1115.17,2693.18,1595.4975,2063.5075,468.01,74.37318182,74.415,5.271708616,57.19,85.66,70.615,78.01,7.395,3.357009063,1.41,9.248766099,81.73,0.59,3.165,2.575,210.1779057,79.04451598,360.0368223,2225.725185,33.16549644,211.1753916,178.0098952,39.47558912,4.06,71.33186199,296.09,0.965,17.915,16.95,225.65,1063.05,1578.01,28.47,81.72,2225.725185,296.09,5,38.31613067,72.9810745,198.9752225,1.085217391,3.016597307,26.18521042,139.4166068,2.226793587,5.9255371,7.4981627,29.312408,0.53124124,2.0064147,3.288311,5.8900995,29.843649,206.51881,3.8836846,1174.0239,242.89169,1688.6268,23.805269,66.320084,191.69031,1688.6268,4009.9753,7036.8994,0.46791276,167.88504,102.94279,0.077552028,1.0775,11,168.13409,8.8270416,68.821365,53.866856,38
ACO04A,ACO,4,1,1,1,169.4134985,167.41,21.19680298,126.28,291.39,153.59,180.025,26.435,570.2357778,527.71,180.912233,235.95,1259.44,426.47,680.11,253.64,1720.132123,1678.46,387.1385877,841.94,2639.77,1490.6,1978.41,487.81,70.88547847,73.265,6.747568841,51.84,78.96,68.1225,75.875,7.7525,4.144952153,1.525,9.888056169,75.51,0.55,3.745,3.195,207.5088087,83.29827337,368.6916268,2439.810911,31.40743244,202.4999789,171.0925465,20.29966507,2.255,49.61103137,223.56,0.705,6.5325,5.8275,165.11,1023.49,1797.83,27.12,75.5,2439.810911,223.56,2.390129125,8.510665132,88.69747234,216.983481,1.592380952,5.30275797,17.26400814,176.4774813,3.525106816,8.3652363,4.5548272,19.033657,1.2444229,5.1077328,7.6300077,10.447429,20.27808,254.51773,5.3396955,1375.405,245.75592,2839.0999,15.587707,65.264549,155.09154,2839.0999,2838.0549,4929.7158,0.4661831,139.50383,137.6472,0.18497916,1.4450001,18,179.9727,9.4485664,50.954975,46.766914,45
ACO04B,ACO,4,0,1,0,193.0324,181.1,51.92163892,100.21,371.46,170.4875,197.1775,26.69,573.060678,544.57,182.2065307,348.78,1671.07,484.965,603.3575,118.3925,1889.26822,1846.535,394.458079,1115.16,2814.39,1603.855,2224.6975,620.8425,71.4835,71.805,4.610117053,60.02,79.66,68.05,75.155,7.105,3.2415,1.375,8.982327153,70.77,0.6075,3.0825,2.475,256.1977335,117.3924933,461.5532341,2636.764876,35.95181999,229.6817614,193.7299414,36.28841667,4.295,70.09556862,371.46,1.64,16.0125,14.3725,271.25,1322.29,1699.23,19.64,70.69,2635.673485,371.46,5.120430108,42.78919658,134.2820408,295.7475701,1.316118319,3.86995098,36.60297347,258.4185176,3.269598109,10.981282,10.288465,39.571686,1.8243239,4.5929708,8.3231821,14.18424,41.396011,144.04895,9.5912695,1811.5336,218.88756,1338.3271,20.181599,71.281136,231.41655,1338.3812,3519.5432,6328.0703,0.46378192,211.23495,76.869003,0.15244588,1.8125,25,164.9382,8.6592531,54.222237,51.671715,15
ACO04C,ACO,4,0,0,1,185.9173707,181.01,43.5102917,109.6,566.01,162.325,199.8225,37.4975,608.8405319,595.925,179.9886649,223.09,1572,474.34,733.9025,259.5625,1627.492482,1590.195,425.6378807,706.99,2703.25,1384.2075,1844.655,460.4475,72.06366782,73.58,5.72212504,55.41,83.81,68.26,75.77,7.51,3.764879725,1.06,10.82723047,76.86,0.39,3.09,2.7,239.4537747,81.67216596,437.1050982,2558.974104,28.74030682,192.2819901,163.5416833,31.31835052,2.32,75.95155084,566.01,0.535,9.785,9.25,456.41,1348.91,1996.26,28.4,76.84,2558.974104,566.01,2.705454545,17.62348069,89.69866687,258.9314138,1.248,4.385051413,28.58340488,218.5429335,3.436103107,4.9643826,4.7005544,18.810787,0.68407434,1.9241394,2.8997562,6.3256974,19.494862,70.632332,4.4015579,1821.3617,550.65613,7380.2671,16.238781,66.935059,152.60416,7380.2671,5274.1245,9074.0586,0.49105579,136.36537,170.66745,0.23649356,1.34,16,173.96049,9.1329241,98.884529,95.284538,28
ACO04D,ACO,4,0,0,0,185.1276757,166.73,42.89575203,115.46,406.87,155.54,211.4,55.86,602.7716915,582.45,202.9151899,322.26,1682.17,466.38,685.17,218.79,1819.198905,1788.28,297.0787123,1110.8,2600.71,1584.84,2059.21,474.37,71.37407767,71.995,5.450940655,53.27,80.72,69.82,74.2125,4.3925,3.484660194,1.41,8.533138137,74.72,0.5625,3.3575,2.795,224.9280852,116.7570886,344.9496331,2248.514167,39.0281682,254.1160738,215.0879056,31.54184466,4.125,68.93079965,406.87,1.4575,13.01,11.5525,291.41,1359.91,1489.91,27.45,74.71,2248.514167,406.87,3.378348624,17.18510098,76.66234923,252.4298003,1.248391376,4.013646368,19.13350879,136.4429868,2.113819821,4.0614543,3.2810094,12.85327,0.84668994,1.9656509,3.1846623,4.2551689,13.69996,64.396194,2.2895181,1482.7341,295.74811,3172.2739,13.71962,55.16103,140.45934,3172.2739,3738.9167,7136.5747,0.47173932,126.73972,125.56745,0.099246904,1.4974999,19,176.7326,9.2784615,64.73745,70.267235,28
ACO05A,ACO,5,1,1,1,201.8643303,199.42,30.85300505,104.99,295.19,181.32,215.57,34.25,616.0048043,567.12,217.4198707,241.64,1543.28,437.5725,767.34,329.7675,1888.419022,1814.805,440.0667412,547.52,3154.19,1602.0075,2235.0675,633.06,72.26710425,72.935,4.310531773,51.39,84.73,70.7,74.78,4.08,2.505571566,0.83,8.538806172,80.95,0.35,1.78,1.43,213.5070089,88.89018714,354.9997619,2884.030279,28.90480674,236.7135964,207.8087896,12.32219981,2.1,40.0360362,266.48,0.78,5.2,4.42,190.2,1301.64,2606.67,33.34,80.95,2884.030279,266.48,1.4,4.517006803,68.41628437,188.5605184,0.567741935,1.373866667,7.195924478,124.6839311,1.463204951,3.9665737,3.4708903,18.365889,0.14290419,1.8247006,2.9692607,4.608367,18.508793,213.38773,2.7836664,506.31198,115.6519,1998.8525,5.7445526,20.757263,51.297131,1998.8525,959.39789,6916.0273,0.46091324,45.552578,104.29032,0.12017847,0.815,6,174.31509,9.1515398,61.663242,61.336349,112
ACO05B,ACO,5,0,1,0,213.2509953,199.79,37.85576536,106.74,317.59,188.365,235.86,47.495,627.5939111,583.51,180.0362529,369.17,1624.9,509.54,683.97,174.43,1860.832889,1858.63,271.7270382,1239.47,2695.38,1676.45,2014.12,337.67,74.8886087,75.895,5.763959078,56.55,88.64,71.8775,78.315,6.4375,4.887575758,2.12,11.51961749,77.92,0.875,4.44,3.565,215.4105208,106.9875004,397.5911962,2469.502613,44.70992394,200.0573073,155.3473834,26.93064935,5.33,63.12497821,288.9,2.245,14.17,11.925,210.85,1255.73,1455.91,32.09,77.9,2469.502613,288.9,7.52,24.95865164,144.3748295,256.1296978,2.9128205129999998,6.44148073,29.09124068,232.6924697,5.27969604,4.0640955,2.4416425,9.7045374,0.22428846,2.2667778,3.792331,6.0343585,9.9288263,78.53125,3.7675807,2112.5366,879.83173,9341.1719,23.111364,100.13112,230.15349,9341.1719,7546.9473,4215.293,0.47645852,207.04213,139.50772,0.12482052,2.075,30,156.55589,8.2191858,44.242966,46.206345,45
ACO05C,ACO,5,0,0,1,221.1667677,214.36,37.6756072,108.12,579.77,202.41,232.8875,30.4775,620.7385874,598.44,191.6165977,275.79,1765.47,477.98,702.4925,224.5125,1861.773229,1850.785,446.2836181,805.75,2848.78,1492.2175,2184.0425,691.825,71.16657837,72.49,6.157724589,51.36,84.26,68.88,75.1,6.22,4.018722467,1.75,9.084892447,80.53,0.63,4.27,3.64,225.3116727,104.2513988,370.0722585,2671.206045,38.06552144,231.8959707,193.8304492,32.88896476,3.86,83.14936282,579.77,1.1175,9.7925,8.675,471.65,1489.68,2043.03,32.9,80.53,2671.206045,579.77,2.695578947,11.36007,78.59030544,196.0845464,1.144175824,3.06836801,19.46672968,133.3602763,2.378651457,6.5243125,4.9010758,20.626009,1.5291792,3.1110198,4.6667132,9.1730003,22.155188,234.75107,6.0619802,682.8327,135.61656,2004.5137,5.5410204,26.853424,77.175171,2004.5137,1831.7067,8849.1367,0.46536228,71.634148,189.47958,0.20505781,1.55,20,166.86279,8.7602978,52.568226,51.308624,57
ACO05D,ACO,5,0,0,0,201.2816456,191.26,37.42374099,118.64,472.12,177.91,214.4175,36.5075,631.5543506,566.775,229.5028193,173.87,1634.81,459.1525,777.1675,318.015,1898.172004,1897.205,413.7988211,737.45,3027.84,1623.5175,2155.0375,531.52,71.24744102,71.845,5.437171453,52.48,85.54,68.4125,74.67,6.2575,4.581365678,1.7,11.93855811,78.12,0.72,3.88,3.16,309.3582008,143.2142723,456.0949623,2737.542934,53.7516224,338.9178201,285.1661977,29.69119497,4.16,70.30503375,471.22,1.28,10.36,9.08,353.48,1460.94,2290.39,33.06,78.12,2737.542934,471.22,5.475555556,16.28108108,181.545487,443.6831111,2.152328767,4.790346908,27.1316092,282.6893904,4.186420361,3.5953846,2.9448817,13.090749,0.060163613,1.512632,2.7726367,5.1163278,13.150913,268.05389,3.6036959,1193.9854,333.62885,5065.2622,3.2630572,18.635771,79.333023,5065.2622,2898.3643,7583.8091,0.46932042,76.069962,175.62253,0.060193684,1.865,26,166.4174,8.7369156,66.263329,60.116001,160
ACO06A,ACO,6,1,1,1,244.2414147,240.985,34.07287743,102.58,382.58,221.3575,261.0875,39.73,600.2780708,555.97,185.8436,95.04,1689.87,484.01,695.4,211.39,1747.704478,1764.02,407.4252751,712.78,3051.95,1488.33,1970.17,481.84,73.37828179,75.245,7.175099762,50.93,85.81,69.56,78.265,8.705,5.286831346,1.95,11.86803398,79.99,0.745,4.635,3.89,217.1451868,94.45865676,387.9486647,2781.213499,35.24686493,207.3225512,172.0756863,31.92974446,6.23,72.1477581,330.58,2.35,13.42,11.07,280,1594.83,2339.17,34.88,79.99,2781.213499,330.58,8.106666667,26.00957143,130.9193601,356.6684147,2.72,6.782501415,34.80953685,236.7298427,5.763658735,10.770922,14.304995,67.170341,0.22144125,2.7619109,4.4300327,14.214497,67.391785,643.72003,11.452585,451.71237,207.10577,3199.9861,1.484105,9.5100822,44.230568,3199.9861,2686.4827,8654.96,0.44249228,42.746464,126.68487,0.23446403,1.235,14,184.0367,9.6619291,78.699661,71.983902,64
ACO06C,ACO,6,0,0,1,240.5068347,238.835,22.91040577,185.53,310.29,225.79,249.455,23.665,573.7890449,521.04,195.9117388,237.72,1941.76,458.79,601.1475,142.3575,1708.892266,1687.67,447.9345675,850.89,3244.67,1289.2325,2039.435,750.2025,72.154631,73.065,6.114668355,50.34,84.13,68.2775,76.17,7.8925,3.453168498,0.84,9.790426331,74.08,0.3225,2.66,2.3375,179.4239783,68.64228586,308.2197553,1984.047802,29.7505243,186.81139,157.0608657,16.92763736,1.895,55.56835417,290.77,0.63,5.05,4.42,124.76,1704.04,2393.78,33.79,74.08,1984.047802,290.77,1.264380952,5.91989234,67.73768953,208.5414535,0.696666667,3.346472672,10.77487996,114.208013,2.198031258,5.4623733,3.9728763,14.792992,0.71435291,2.4186418,4.6422577,8.0151577,15.507345,172.09157,5.5965157,480.03946,304.34439,5762.1294,0.97923172,4.6707582,17.204821,5762.1294,1816.4595,9462.665,0.43682897,16.22559,177.17876,0.26254019,1.55,20,183.22369,9.6192455,58.662083,64.208168,48
ACO06D,ACO,6,0,0,0,232.306,230.03,21.62205343,186.57,273.3,216.125,245.625,29.5,617.416092,540.61,251.1258818,303.46,1887.92,453.55,729.57,276.02,1602.604483,1579.67,312.8774334,740.56,2716.62,1406.24,1815.17,408.93,74.03505618,75.83,7.164823338,52.78,87.37,69.88,79.28,9.4,5.154382022,2.61,8.061869137,66.36,1.29,6.19,4.9,216.5489216,112.5689579,325.3982058,1611.614579,53.13878668,212.1596353,159.0208486,40.59269663,6.79,82.64700455,272.53,2.67,15.41,12.74,86.73,1584.46,1976.06,34.59,66.24,1611.614579,272.53,4.693333333,19.58044444,89.9889772,162.2276573,1.886060606,5.959233716,28.23150183,150.6059411,3.584781441,9.6183634,3.4442759,12.854985,2.2333643,7.4339147,8.9757957,12.359047,15.088349,47.381935,4.9251328,529.61182,223.69395,1950.1729,2.0281818,10.957949,89.004639,1950.1729,3161.8267,10587.606,0.4341799,86.976456,135.79504,0.36728594,2.8099999,44,193.53281,10.16047,51.351719,51.351719,17
ACO07A,ACO,7,1,1,1,168.0451278,160.62,34.70043024,112.93,261.43,137.97,192.605,54.635,534.3421664,449.52,225.0078106,163.2,1372.14,370.05,658.32,288.27,1711.027457,1741.27,423.1331271,800.01,2452.98,1437.73,2075.85,638.12,74.24954474,76.11,7.840204076,48.36,86.83,71.69,79.34,7.65,4.142530864,0.84,11.99463198,84.69,0.34,2.805,2.465,146.3759109,45.65624791,284.3954454,2131.848223,14.24592367,147.6624385,133.4165149,13.16114198,1.45,41.16340914,236.22,0.46,4.6225,4.1625,148.5,1208.94,1652.97,38.47,84.69,2131.848223,236.22,1.493783784,5.423346795,45.81326508,134.359577,0.808376068,2.798649417,9.54896571,106.2019205,3.005581526,5.2533793,3.1250386,13.175392,0.97693247,2.6536078,4.3822184,7.465045,14.152325,157.71321,4.8114371,1389.4059,466.7919,3622.468,12.384795,39.412693,176.68954,3622.468,3749.6658,3942.4688,0.47853443,164.30475,75.61171,0.052262582,0.97250003,9,191.47929,10.05266,68.67572,70.467285,57
ACO07C,ACO,7,0,0,1,196.2423583,194.92,45.1801647,86.67,299.61,156.85,228.555,71.705,600.5841068,540.46,209.1667131,189.23,2335.04,461.475,732.3325,270.8575,1580.074544,1569.06,452.6398446,582.6,3336.3,1264.2475,1963.51,699.2625,71.10747582,73.04,9.869926921,42.84,89.54,67.3325,77.87,10.5375,6.149534663,1.93,13.21458057,83.51,0.64,5.73,5.09,198.9286507,78.27304945,342.4739273,2391.987779,24.47382307,217.602168,193.128345,24.09941121,3.47,55.82743854,295.47,0.83,10.86,10.03,212.94,2145.81,2753.7,46.7,83.51,2391.987779,295.47,3.178666667,16.48645614,73.28169451,246.1000201,1.874285714,6.837333333,17.22496521,142.1835189,4.395357203,6.028543,5.2968163,26.050604,0.53121525,2.4490731,4.6331043,7.8262649,26.581818,387.3212,5.3771915,402.86673,128.97046,2134.2017,0.37374005,11.280645,50.871037,2134.2017,1397.4763,4386.6123,0.42908749,50.497295,87.735634,0.14302516,1.4974999,19,169.12041,8.8788204,65.792053,58.751514,125
ACO07D,ACO,7,0,0,0,150.1733566,152.36,20.7394215,75.73,254.22,138.32,162.12,23.8,567.4293168,562.65,156.7805662,327.54,1128.78,448.72,679.79,231.07,1677.542298,1703.12,329.3430815,803.8,2426.58,1502.6,1891.33,388.73,65.25302469,67.195,7.6067306,43.83,77.5,61.78,70.1475,8.3675,6.763012048,3.39,12.46765184,74.58,1.0025,7.4675,6.465,243.6196742,94.27425358,367.8729809,1875.055695,36.33272983,257.1318589,220.7991291,30.95283133,5.97,57.1311855,254.22,2.755,15.185,12.43,178.49,801.24,1622.78,33.67,74.58,1875.055695,254.22,8.666853147,33.02552545,98.64532977,464.4822181,4.016,8.631515152,32.07597347,252.459561,7.008412017,8.2297096,4.3285456,15.591877,2.0688987,4.7682176,7.5587907,11.611298,17.660776,104.90656,6.8430796,534.79358,44.918312,312.96866,2.2940271,8.8172102,36.837418,312.96866,740.20587,5718.0747,0.4527207,34.543388,154.72974,0.15293798,2.5474999,39,154.0069,8.0853624,62.131783,65.92627,28
