id,id_site,id_person,ids,infantdir,song,praat_f0_mean,praat_f0_median,praat_f0_std,praat_f0_min,praat_f0_max,praat_f0_first_quart,praat_f0_third_quart,praat_f0_IQR,praat_f1_mean,praat_f1_median,praat_f1_std,praat_f1_min,praat_f1_max,praat_f1_first_quart,praat_f1_third_quart,praat_f1_IQR,praat_f2_mean,praat_f2_median,praat_f2_std,praat_f2_min,praat_f2_max,praat_f2_first_quart,praat_f2_third_quart,praat_f2_IQR,praat_intensity_mean,praat_intensity_median,praat_intensity_std,praat_intensity_min,praat_intensity_max,praat_intensity_first_quart,praat_intensity_third_quart,praat_intensity_IQR,praat_intensitytravel_mean,praat_intensitytravel_median,praat_intensitytravel_std,praat_intensitytravel_max,praat_intensitytravel_first_quart,praat_intensitytravel_third_quart,praat_intensitytravel_IQR,praat_voweltravel_mean,praat_voweltravel_median,praat_voweltravel_std,praat_voweltravel_max,praat_voweltravel_first_quart,praat_voweltravel_third_quart,praat_voweltravel_IQR,praat_f0travel_mean,praat_f0travel_median,praat_f0travel_std,praat_f0travel_max,praat_f0travel_first_quart,praat_f0travel_third_quart,praat_f0travel_IQR,praat_f0_range,praat_f1_range,praat_f2_range,praat_intensity_range,praat_intensitytravel_range,praat_voweltravel_range,praat_f0travel_range,praat_f0travel_rate_median,praat_f0travel_rate_IQR,praat_voweltravel_rate_median,praat_voweltravel_rate_IQR,praat_intensitytravel_rate_median,praat_intensitytravel_rate_IQR,praat_f0_travel_rate_default,praat_voweltravel_rate_default,praat_intensitytravel_rate_default,mir_attack_mean,mir_attack_std,mir_attack_range,mir_attack_min,mir_attack_1q,mir_attack_med,mir_attack_3q,mir_attack_max,mir_attack_dist,mir_attack_iqr,mir_roughness_mean,mir_roughness_std,mir_roughness_range,mir_roughness_1q,mir_roughness_med,mir_roughness_3q,mir_roughness_max,mir_roughness_dist,mir_rolloff85,mir_inharmonicity,mir_roughness_iqr,mir_tempo,mir_pulseclarity,tm_peak_hz,tm_peak_idx,tm_std_idx,tm_std_hz,npvi_phrase,npvi_total,npvi_num_events
TOR49D,TOR,49,0,0,0,211.2080357,203.675,28.48860156,163.49,319.27,191.835,222.5175,30.6825,573.9747093,527.305,224.2554645,97.12,1727.58,408.3625,686.4675,278.105,1924.45686,1925.82,371.092484,786.74,3035.22,1659.19,2152.1375,492.9475,58.20830703,58.79,5.099586726,42.91,69.89,55.64,61.55,5.91,3.045985714,1.345,7.467144383,67.68,0.57,2.95,2.38,222.8421469,113.4219287,341.3517895,2455.051247,50.22616784,242.5058291,192.2796613,30.06854286,2.69,69.16902251,307.71,0.5875,10.5375,9.95,155.78,1630.46,2248.48,26.98,67.68,2455.051247,307.71,2.067746341,8.09968356,73.43624793,176.9567371,0.893647643,1.897729297,15.5425259,115.1878179,1.574479751,3.6878705,2.8518116,8.9515219,0.65271521,0.92810273,3.8046212,5.5446768,9.6042376,74.776688,4.6165738,205.59702,7.4484286,83.883446,0.53310233,1.5786433,3.7103982,83.883446,94.242035,4680.9482,0.4508968,3.1772959,72.521431,0.082045108,2.3375001,35,208.00079,10.92004,66.687706,68.043343,89
TOR50A,TOR,50,1,1,1,245.325633,230.49,41.32868172,118.32,502.79,219.84,267.21,47.37,496.0494737,453.54,176.592312,163.27,1834.26,384.44,566.965,182.525,1771.521789,1720.06,330.3566936,746.76,2962.13,1533.015,1971.01,437.995,56.388,57.72,5.590167774,41.69,68.2,53.26,60.43,7.17,2.652996556,1.32,5.9741174,65.52,0.55,2.725,2.175,240.4301194,115.8551229,361.5182574,2417.284722,42.07645799,268.0577098,225.9812519,26.15942595,2.37,72.87029265,502.79,0.6,5.68,5.08,384.47,1670.99,2215.37,26.51,65.52,2417.284722,502.79,2.084102564,5.413369146,93.67633008,232.5077392,1.035294118,2.051161912,18.0559055,165.9510237,1.831166142,3.7501969,7.087853,60.27523,0.27615002,1.3528205,2.2454641,4.0046797,60.55138,270.39069,2.6518593,78.308678,4.1777725,113.68126,0.18756506,0.48137054,1.1827846,113.68127,43.933994,6396.3496,0.46043897,0.99521941,142.94623,0.14267437,1.235,14,188.93961,9.9193268,63.763046,63.89917,98
TOR50B,TOR,50,0,1,0,208.4662832,194.11,54.07081793,101.78,383.19,178.74,239.03,60.29,579.8002303,530.79,233.7400441,203.22,1558.24,424.575,665.6225,241.0475,1941.663092,1954.88,334.5096612,747.92,2744.75,1712.4225,2170.3825,457.96,49.8894081,49.39,3.619255529,42.36,59.06,47.12,52.56,5.44,3.889565217,1.635,9.295465202,54.41,0.7025,3.0075,2.305,358.1152394,157.9978773,541.8044484,2965.501251,51.95331763,376.9020245,324.9487069,33.40071429,0,72.74473986,370.45,0,10.9325,10.9325,281.41,1355.02,1996.83,16.7,54.4,2965.501251,370.45,0,33.4,381.7949634,873.7554165,3.577263158,7.844341006,62.56334485,670.7906611,7.285598982,6.4177833,8.0122166,26.092777,0.14167614,0.78970772,1.7358773,9.4121408,26.234453,137.79674,8.6224337,213.86052,2.9127142,41.585342,0.41816604,0.68585938,1.2979261,41.63628,39.677925,12006.443,0.49673119,0.87976003,88.628319,0.034221414,1.3925,17,179.1382,9.4047537,57.606049,57.163528,27
TOR50C,TOR,50,0,0,1,242.0761345,238.62,36.80133541,170.45,347.87,217.135,263.645,46.51,521.7265197,510.45,178.9903326,255.75,2000.98,431.85,572.035,140.185,1672.537118,1701.51,372.701101,742.69,2775.32,1372.545,1924.695,552.15,63.73289922,65.02,5.891263281,44.81,74.64,62.18,67.45,5.27,2.771635802,1.07,7.22153724,66.7,0.44,2.4325,1.9925,175.4650845,67.60886515,328.0136921,2449.318426,26.91768466,155.6893806,128.7716959,18.12419753,2.32,57.94923048,342.2,0.7875,5.21,4.4225,177.42,1745.23,2032.63,29.83,66.7,2449.318426,342.2,1.778443486,5.027336219,50.17224957,143.9149307,0.822,2.054192529,11.1444225,107.8920615,1.704256442,5.0963721,2.8106368,11.690781,0.64887375,3.4269969,4.2526479,6.3749065,12.339654,179.69336,2.9479096,53.903027,3.6678193,50.10915,0.22676657,0.66414237,1.7318534,50.10915,67.842186,3103.1785,0.47230256,1.5050868,151.43365,0.08137574,1.1825,13,194.8383,10.22901,59.349865,60.819664,58
TOR50D,TOR,50,0,0,0,177.9465147,158.94,50.81431397,133.39,572.58,150.455,176.72,26.265,549.1955928,493.56,262.835432,293.62,2257.07,423.39,577.125,153.735,1810.454698,1822.69,380.9731304,776.77,3315.82,1606.885,2003.82,396.935,56.91967033,58.31,5.754955469,43.58,68.89,52.17,61.485,9.315,3.90345733,1.89,7.596835638,59.44,0.73,4.38,3.65,259.3217107,105.5810734,429.3983644,2956.003333,44.61222447,253.3637322,208.7515077,35.14242888,2.06,76.55041018,572.58,0,10.28,10.28,439.19,1963.45,2539.05,25.31,59.44,2956.003333,572.58,3.316363636,17.46285714,125.4613672,311.0116747,2.182857143,4.887605634,32.00815147,236.1933668,3.555316393,7.2028785,4.0528951,16.321306,1.3243253,4.2771912,6.3374162,9.9650965,17.645632,229.284,5.6879058,198.49429,4.4789562,49.556061,0.5301249,1.5110803,4.3242555,49.556316,85.361328,6157.7393,0.48016635,3.7941308,155.11157,0.096308842,2.075,30,197.0963,10.34756,65.318779,61.925812,55
TSI01B,TSI,1,0,1,0,198.7457522,204.7,31.84999041,100.05,271.21,194.67,213.3,18.63,589.2802532,526.095,280.2889539,161.1,1455.77,429.6875,625.7325,196.045,1810.70443,1866.42,606.5884252,511.57,2859.06,1297.0925,2313.905,1016.8125,69.06708075,72.45,9.953304956,41.87,85.11,64.55,75.54,10.99,5.304906832,1.78,10.61085983,73.75,0.71,5.57,4.86,389.3014833,175.8021297,514.0270015,2345.304683,67.59841994,478.4894008,410.8909808,33.87950311,3.37,69.33914827,271.21,0.41,11.54,11.13,171.16,1294.67,2347.49,43.24,73.75,2344.139562,271.21,4.05,28.74044444,208.5261982,611.9955058,2.053333333,9.098319783,35.51316378,408.0734979,5.560708037,9.3197203,5.7666512,20.813683,0.4895066,4.2166586,8.4154501,12.612297,21.303188,100.59863,8.3956385,675.48279,193.82225,1684.9446,0.16039354,2.4819593,31.290442,1684.9446,2543.4072,2835.3171,0.52064592,31.130047,157.96167,0.11932189,2.4425001,37,158.5253,8.3225813,76.288071,81.876915,21
TSI01C,TSI,1,0,0,1,241.4445087,237.405,40.5644942,108.35,564.6,217.8625,268.4175,50.555,584.2368916,562.31,220.4653763,197.63,1817.56,474.265,630.6,156.335,1732.548843,1656.3,501.4551798,478.73,2938.36,1413.93,2068.125,654.195,71.11577197,74.38,9.506534328,37.16,81.44,70.21,77.03,6.82,3.599833729,0.76,8.239832969,78.77,0.29,3.11,2.82,221.8097896,70.23750263,428.807517,2610.960266,20.9281657,199.6734101,178.7452444,29.36980998,2.19,84.49011414,564.6,0.57,5.8,5.23,456.25,1619.93,2459.63,44.28,78.77,2610.960266,564.6,1.422769231,5.679598426,47.93649815,154.7134646,0.53,2.186629642,16.46567124,124.3537863,2.018183937,10.145391,8.2905493,29.807877,0.62899548,3.5269861,7.7747707,16.600773,30.436871,271.42017,13.073787,135.25871,38.917252,371.58115,0.95023036,3.1381834,7.5262709,371.58115,469.72263,2788.5498,0.44383907,6.5760403,99.782043,0.1634555,0.76249999,5,190.4014,9.9960737,105.41374,124.78011,27
TSI01D,TSI,1,0,0,0,205.6405556,203.59,54.60663301,101.17,566.34,189.23,221.96,32.73,627.8048925,560.645,307.5115021,131.43,1884.48,430.2725,709.955,279.6825,1909.222706,1918.45,603.6208496,549.63,3307.58,1461.2625,2376.425,915.1625,66.93336268,70.595,11.48314573,36.46,82.45,61.3525,75.3825,14.03,5.943848858,2.54,9.871532398,79.26,0.99,6.17,5.18,365.2695053,189.9467,449.0775063,2799.519779,74.71591554,496.8496402,422.1337247,46.39405975,1.73,91.14026993,554.82,0,20.03,20.03,465.17,1753.05,2757.95,45.99,79.26,2799.519779,554.82,1.46,32.16,167.1438751,428.4020186,2.206315789,6.460997265,32.48137194,255.7321934,4.161402699,4.648819,9.8410292,72.685417,0.040389553,1.7485634,3.1169696,4.870965,72.725807,242.79593,3.1224017,864.9361,164.68825,1228.3351,0.092362136,9.126049,63.943535,1228.3351,2002.3682,5813.292,0.42596665,63.851173,117.98003,0.20840897,1.235,14,155.673,8.1728296,71.038589,67.836601,69
TSI02A,TSI,2,1,1,1,134.6328752,133.74,28.28382573,74.97,262.65,116.21,153.54,37.33,473.6783333,446.59,173.6510873,106.76,2013.81,420.0125,471.6175,51.605,1692.289281,1733.07,520.9110627,429.33,2900.95,1228.66,2162.2975,933.6375,69.93641768,71.675,7.087085371,37.19,82.87,68.6125,73.83,5.2175,3.224162896,0.6,9.391501744,82.33,0.255,1.555,1.3,273.0000623,91.67126807,421.6633625,2586.134545,38.09292394,286.5448341,248.4519102,17.61515837,1.86,42.33336916,249.39,0.58,5.445,4.865,187.68,1907.05,2471.62,45.68,82.33,2586.134545,249.39,0.964266667,4.060500389,58.37404053,178.4752409,0.354594595,1.452659364,7.948175245,123.1809724,1.454781795,6.3887177,4.5138164,20.189274,0.46680388,2.4501295,6.6470985,9.3908949,20.656078,190.57458,6.9407659,847.95563,109.40302,1393.765,7.2393799,28.244896,80.865761,1393.765,1272.2063,4167.7681,0.45030233,73.626381,78.712639,0.15970126,1.8125,25,199.61771,10.47993,90.942993,97.849991,52
TSI02B,TSI,2,0,1,0,117.1628571,113.51,13.3575973,96.61,169.44,107.65,123.73,16.08,455.2761538,439.385,127.9437723,159.54,1512.17,402.1075,486.845,84.7375,1581.983029,1566.615,499.0316326,415.79,2696.86,1186.8525,2019.34,832.4875,67.98514423,70.415,8.029889813,41.41,80.06,66.9825,73.05,6.0675,5.18713615,1.11,13.24369707,77.96,0.36,3.81,3.45,322.3178896,138.1832876,445.951829,2066.149779,54.64886127,379.4225575,324.7736962,18.1329108,2.2,40.15637039,169.44,0.56,7.03,6.47,72.83,1352.63,2281.07,38.65,77.96,2066.149779,169.44,2.259692308,12.13264957,172.8425062,543.7653413,1.233170732,5.286666667,16.68609694,296.6003423,4.773257729,10.448907,8.6053696,29.589373,0.81979704,4.5504231,7.7539716,15.243861,30.40917,128.4594,10.693438,856.24603,69.532814,407.87204,8.745327,48.896523,82.870071,407.87204,1111.8083,2695.1831,0.4252919,74.124748,43.708073,0.047712147,1.9175,27,197.29131,10.35779,67.880859,75.163025,26
TSI02C,TSI,2,0,0,1,140.3371124,132.99,28.92209498,76.2,264.04,124.7,157.33,32.63,467.2203201,460.05,123.4658826,107.71,1627.37,430.33,480.64,50.31,1443.204635,1305.45,454.9228964,389.3,2852.23,1116.58,1711.77,595.19,73.05190781,74.91,7.636025015,39.14,88.96,72.01,77.58,5.57,3.337452711,0.77,10.2678723,88,0.3,1.78,1.48,221.5125507,69.35384154,376.1104478,2972.314812,28.50925042,230.521914,202.0126635,13.21336696,1.89,36.57146757,264.04,0.6,5.44,4.84,187.84,1519.66,2462.93,49.82,88,2972.314812,264.04,1.152,4.358176034,39.27901893,149.4874195,0.398769231,1.422287462,5.729901911,96.05766577,1.447267507,5.7112217,3.646847,11.929585,0.47073212,2.487839,6.0194244,8.0776863,12.400316,126.7333,5.5898476,548.10083,91.984268,672.16492,6.4310336,39.671638,93.621002,672.16492,1151.3479,2305.0833,0.44843039,87.189964,88.702843,0.17084976,1.4450001,18,181.4882,9.5281296,64.296257,69.067535,78
TSI02D,TSI,2,0,0,0,119.4973835,114.74,25.34625547,75.93,253.99,104.225,126.325,22.1,494.2736757,457.915,187.2939136,244.53,1673.1,406.9475,492.9775,86.03,1675.074135,1702.18,399.5789351,601.83,2909.99,1418.635,1957.735,539.1,70.73348525,72.64,9.232488083,38.67,87.4,67.52,76.81,9.29,6.898010471,2.29,14.78309878,82.16,0.9125,6.225,5.3125,315.3227194,160.369253,430.6749282,2363.081473,64.81430742,365.4171896,300.6028822,23.7654712,3.285,46.86325216,223.89,0.3725,9.4025,9.03,178.06,1428.57,2308.16,48.73,82.16,2363.081473,223.89,4.306086957,17.16210456,192.00025,473.9757001,2.874482759,7.947069874,23.04530541,305.7674854,6.688979851,7.5384531,3.9808621,17.243771,2.134846,4.5134916,7.5709052,9.5831442,19.378618,148.76164,5.0696526,1073.2461,177.13812,1401.2168,14.566834,76.927841,170.41147,1401.2168,3222.1292,4401.8159,0.46206424,155.84464,70.773834,0.11196976,1.76,24,198.8609,10.4402,66.737427,63.164341,56
TSI03A,TSI,3,1,1,1,273.6519948,280.09,41.5866607,193.98,380.41,235.65,289.36,53.71,431.7153793,367.35,237.394796,162.18,1692.89,295.065,453.55,158.485,1582.033471,1461.51,639.2383718,370.97,3279.89,1126.085,2059.6,933.515,68.13669663,71.07,10.19330688,37.68,86.77,67.1,74.4,7.3,4.402796421,1.14,10.45185715,86.77,0.38,3.115,2.735,361.3229214,142.1484541,510.3989614,2705.829818,47.53221131,431.0959658,383.5637545,27.76651007,2.51,77.10274662,362.94,0.805,5.955,5.15,186.43,1530.71,2908.92,49.09,86.77,2705.829818,362.94,2.026666667,8.192688596,129.4463119,456.8532677,1.1264,3.303857913,18.95267036,246.6292741,3.005230006,4.8205986,4.1109409,12.995203,0.11389979,2.0606225,3.2852495,8.2873039,13.109103,59.949551,6.2266822,3.7638671,2.0681379,35.341682,0.006318882,0.048450295,0.12771529,35.341682,14.988455,879.07617,0.39371219,0.1213964,98.099144,0.069296695,1.13,12,182.76649,9.5952415,95.169693,74.621407,45
TSI03B,TSI,3,0,1,0,180.4791964,169.275,62.02526186,137.43,582.36,159.725,181.8,22.075,586.5427624,480.04,350.7415725,129.47,1980.09,400.48,591.95,191.47,2053.241492,2046.48,698.8331269,447.68,3190.92,1542.57,2643.25,1100.68,66.95718919,70.33,9.14461523,37.9,79.53,61.97,73.79,11.82,7.192393617,3.115,14.35539471,75.54,1.3575,6.2025,4.845,601.2733585,342.3884471,719.519095,3210.507203,105.3461461,792.4852154,687.1390693,52.00111702,4.385,103.0393855,582.36,0,29.1575,29.1575,444.93,1850.62,2743.24,41.63,75.54,3210.507203,582.36,6.446222222,89.516,520.8404461,1253.382231,4.680034043,11.92,60.9346942,704.5696386,8.428017141,9.8016768,6.4912682,23.005663,0.3324064,5.4291396,8.1166105,14.755426,23.338068,195.05188,9.3262863,545.21075,55.128601,324.84283,0.99591082,16.05328,49.851593,324.84283,1243.4755,3606.1387,0.40818632,48.855682,78.024483,0.075955704,1.4450001,18,185.38901,9.7329226,32.439991,41.997894,26
TSI03C,TSI,3,0,0,1,274.4857283,272.83,64.2859388,163.28,453.78,226.01,320.595,94.585,420.773102,337.05,302.1547879,136.96,2345.12,270.4625,384.3625,113.9,1869.119235,1912.47,518.4872531,354.24,3480.94,1609.2925,2247.885,638.5925,70.10510549,72.93,9.473178874,39.51,82.13,69.055,75.67,6.615,3.505952381,0.955,8.543027143,79.65,0.4725,2.465,1.9925,296.1689505,129.2517028,435.4828255,2456.929966,50.32545091,322.2680951,271.9426442,23.37620448,2.215,71.27227218,449.51,0.77,5.8625,5.0925,290.5,2208.16,3126.7,42.62,79.65,2456.929966,449.51,0.978698413,3.87239105,59.0106302,164.0852294,0.455278515,1.521213618,8.325531862,105.481796,1.248659434,4.4758162,13.438329,62.672859,0.11083877,0.41038823,0.83041108,2.6943929,62.783699,153.45085,2.2840047,35.526669,35.174171,972.22443,0.005312152,0.072322004,0.31713733,972.22443,188.93608,7922.2422,0.45323411,0.31182519,105.99008,0.11949172,0.86750001,7,191.9008,10.07479,63.110298,63.727562,54
TSI03D,TSI,3,0,0,0,155.6301389,155.395,18.92552068,100.66,217.14,141.6625,169.5175,27.855,632.9163035,548.22,292.4468422,259.25,2069.81,432.6,755.2,322.6,2035.904163,2009.33,438.7677841,529.86,3091.91,1819.39,2305.91,486.52,63.77828996,67.3,10.84019214,38.03,82.02,55.77,72.02,16.25,6.908222222,2.72,12.12486599,72.16,1.17,7.035,5.865,374.7331399,170.9740356,561.0492751,3034.706344,59.57574211,400.2934929,340.7177508,34.07355556,4.12,58.25276158,216.63,0,26.905,26.905,116.48,1810.56,2562.05,43.99,72.16,3034.706344,216.63,8.786595365,60.51578947,288.9461364,857.5746873,6.250666667,13.86946667,53.29390297,586.1141073,10.80503983,13.631897,6.2801561,25.870897,2.6533716,9.2590189,13.808765,18.12812,28.524269,216.71591,8.8691015,459.23322,47.268967,340.91754,2.53e-35,6.3894286,36.879341,340.91754,874.08136,4975.6001,0.47407454,36.879341,88.980598,0.069791123,1.55,20,169.26289,8.8863029,55.824593,63.521263,41
TSI04A,TSI,4,1,1,1,260.1692483,262.45,56.63223074,101.79,403.44,211.485,301.6,90.115,329.8476316,302.655,138.6896045,169.57,2122.34,279.845,334.03,54.185,1394.995406,1329.99,425.5120333,382.7,2822.03,1071.835,1638.1575,566.3225,73.37460699,74.905,8.320833355,36.48,84.05,70.9175,78.455,7.5375,2.645675381,0.915,6.911769089,78.38,0.36,2.0525,1.6925,235.4969029,95.59801901,345.4004599,2116.172488,35.59237561,263.1687954,227.5764198,14.1927451,3.89,45.64450682,336.29,1.67,7.595,5.925,301.65,1952.77,2439.33,47.57,78.38,2116.172488,336.29,1.132203828,2.727388276,32.68557964,89.88086154,0.288469846,0.693243775,3.777188621,62.67400814,0.704107266,6.7346497,8.0625477,34.306782,0.67741621,1.9005684,3.0755327,7.3206339,34.984196,543.51202,5.4200654,23.410803,26.638882,711.0285,0.023998987,0.13081643,0.57623291,711.0285,181.33606,755.1131,0.33888516,0.55223393,94.469879,0.11899744,1.4450001,18,216.7805,11.38098,52.823944,59.349251,83
TSI04B,TSI,4,0,1,0,168.994385,164.53,31.21674861,102.01,528.08,156.235,177.81,21.575,539.6503667,405.49,348.6137024,196.3,2187.81,334.3625,604.7575,270.395,1961.476967,1900.935,597.804104,610.43,3187.95,1540.5625,2465.1725,924.61,69.22783871,71.1,7.019936393,35.84,77.98,67.62,73.4325,5.8125,5.425910543,1.64,12.95513911,76.15,0.74,3.93,3.19,546.4355006,296.6134329,595.9148172,3202.83519,96.3857497,812.9870655,716.6013158,39.59035144,2.85,76.6676351,528.08,0,15.41,15.41,426.07,1991.51,2577.52,42.14,76.14,3202.83519,528.08,5.994666667,42.77333333,433.5931016,1235.075769,2.250666667,6.892357724,44.13321758,609.1372259,6.048516416,7.7829223,5.7552958,24.784161,0.66314447,3.6447909,6.4826498,10.753799,25.447304,303.65741,7.1090088,984.68542,92.732704,695.39716,4.9410591,25.847446,71.20047,695.39716,1314.9454,3552.4739,0.50523084,66.259415,79.933319,0.035032131,2.2850001,34,198.1441,10.40256,49.171864,55.611607,50
TSI04C,TSI,4,0,0,1,343.0788963,334.265,80.64380238,204.28,536.81,279.335,408.94,129.605,417.9337139,350.62,199.2711755,191.81,1799.25,306.72,459.68,152.96,1395.555373,1297.84,354.8823041,575.45,2716.26,1120.94,1641.39,520.45,71.24718797,74.1,9.98434442,35.93,84.68,70.7,76.85,6.15,3.053072289,0.94,6.877687461,77.7,0.4,2.1925,1.7925,199.321775,77.47493779,302.2628261,2465.19852,27.63871242,220.7956777,193.1569652,23.26878012,4.055,74.52126374,530.52,1.625,8.71,7.085,332.53,1607.44,2140.81,48.75,77.7,2465.19852,530.52,1.48506197,4.326139288,31.21673269,114.3678709,0.371282051,1.039273271,7.84698589,67.21775478,1.029594807,5.328393,6.8744731,40.849121,0.5474568,1.2241498,2.6372619,7.176445,41.39658,241.61543,5.9522953,12.462356,11.406577,154.39308,1.21369e-4,0.009644803,0.070468739,154.39308,104.07089,1060.5944,0.44982997,0.070347376,90.230194,0.14362165,0.92000002,8,213.48441,11.20793,61.511356,67.708435,53
TSI04D,TSI,4,0,0,0,166.4550806,163.685,24.48731231,100.79,285.45,154.925,176.2725,21.3475,568.677619,465.61,323.3561169,195.24,1871.44,358.72,632.73,274.01,1641.100688,1573.43,454.9315796,710.72,3106.64,1357.28,1835.68,478.4,65.44373737,69.31,11.15135985,35.92,81.41,61.625,72.575,10.95,8.187114428,1.74,16.23212496,73.23,0.63,6.63,6,405.4441983,196.6345244,503.8562649,2659.446335,79.60032955,464.9509752,385.3506457,50.03945274,5.02,75.69032755,285.45,0,137.25,137.25,184.66,1676.2,2395.92,45.49,73.22,2659.446335,285.45,13.1716129,146.9726316,423.9125092,1336.53004,5.738666667,17.42628571,87.2705423,707.1087536,14.27861171,14.431498,12.618594,40.396416,0.24177179,5.4819303,9.5257807,21.409187,40.638187,283.7963,15.927257000000001,786.13025,104.78095,765.99017,0.44728714,7.5143046,41.05011,765.99017,1521.8169,3975.6519,0.40693292,40.602821,96.675972,0.068566702,1.2875,15,215.69321,11.32389,72.615807,72.945404,37
TSI05A,TSI,5,1,1,1,116.0245372,110.86,11.91233453,100.1,159.48,106.155,127.52,21.365,462.3248529,419.055,229.7871322,89.64,2324.52,377.5225,468.425,90.9025,1675.29193,1950.235,668.9405228,388.43,3191.28,1006.645,2204.455,1197.81,69.05123636,70.735,8.282197815,39.14,81.51,68.5325,73.405,4.8725,2.899617486,0.73,6.268280335,68.6,0.33,1.95,1.62,359.7040492,137.2500557,498.540463,2484.942128,46.09157231,455.9631746,409.8716023,17.71816029,1.97,38.97486206,159.48,0.49,4.92,4.43,59.38,2234.88,2802.85,42.37,68.6,2484.942128,159.48,0.684859813,2.816411988,47.82006524,208.2760582,0.286197183,1.058897243,5.196451478,105.495413,0.850411178,8.2102985,10.974255,64.151588,0.276108,2.3268759,5.0910444,10.358059,64.427696,268.23981,8.0311832,793.59174,91.90036,777.07391,11.700045,40.012306,82.584854000000007,777.07391,1294.467,1161.9518,0.43658817,70.884811,71.794731,0.067289248,1.0775,11,181.0851,9.5069695,79.29377,76.257866,46
TSI05B,TSI,5,0,1,0,132.7467317,123.63,62.22465018,100.36,569.27,115.9,131.73,15.83,582.3004152,456.52,346.8845476,141.45,2183.33,370.78,627.42,256.64,2020.166955,2146.09,479.5525943,512.07,3065.55,1746.51,2338.2,591.69,69.71583333,74.055,11.47982411,37.11,87.41,62.805,78.3525,15.5475,7.160697674,2.43,12.67385329,86.46,0.89,8.74,7.85,395.1900287,146.5032346,564.7716985,2844.481823,53.52169082,433.8927624,380.3710716,31.68202658,3.64,74.03751478,569.27,0.12,13.03,12.91,468.91,2041.88,2553.48,50.3,86.44,2844.481823,569.27,5.208615385,40.04571429,259.2654413,796.9688709,4.48,12.95466667,37.30577995,465.3386744,8.431765281,7.1608658,4.2750993,17.614943,1.3933839,3.9415245,5.3649831,10.829819,19.008326,107.58213,6.8882937,822.23547,153.51628,1278.3409,0.66917455,50.076298,157.29095,1278.3409,2420.4102,4852.457,0.41328314,156.62178,58.251751,0.065349497,1.76,24,181.1469,9.5102148,47.665215,53.067486,42
TSI05C,TSI,5,0,0,1,118.4457642,111.48,22.59848833,100.6,397.43,107.21,127.36,20.15,464.9673105,417.6,271.35804889999997,104.34,2217.9,354.3825,461.5675,107.185,1742.972274,1857.07,483.5443968,319.54,3221.71,1474.1125,2030.4825,556.37,72.95897849,75.65,8.080171723,41.12,83.02,71.35,78.415,7.065,3.33197861,0.76,9.232193953,80.33,0.3,2.39,2.09,298.8221443,115.7747162,439.6147263,2670.527095,36.90854961,312.9404516,276.031902,14.19467023,1.57,37.94668259,381.44,0.43,4.24,3.81,296.83,2113.56,2902.17,41.9,80.33,2670.527095,381.44,0.677647059,2.498498442,52.69734801,216.076936,0.359384615,1.382819237,5.235401968,110.2141872,1.228929386,5.5223737,4.6199927,23.554018,0.34676233,2.4900405,3.9972699,8.0541849,23.900782,174.58423,5.5641441,883.14355,140.32907,1022.9866,12.513604,56.99493,150.84918,1022.9866,1548.8502,3738.8706,0.42442375,138.33557,121.49998,0.20661031,1.235,14,178.84399,9.3893099,78.637802,72.90593,52
TSI05D,TSI,5,0,0,0,116.613612,112.18,18.96839108,100.05,342.81,105.175,124.62,19.445,524.6649287,443.45,290.5883786,142.67,2026.9,378.165,518.985,140.82,1822.400586,1882.44,479.3216486,446.54,3099.92,1568.49,2159.87,591.38,71.64574074,75.42,11.20001815,38.04,91.39,67.42,79.0025,11.5825,6.304892308,2.15,12.23762039,84.23,0.7725,6.66,5.8875,402.5788848,182.3497875,490.8253373,2506.697609,75.70096879,572.0361961,496.3352273,20.07270769,0.41,43.73535361,342.81,0,5.5225,5.5225,242.76,1884.23,2653.38,53.35,84.23,2506.697609,342.81,0.51058156,11.62253061,249.7563795,684.3498042,2.736476427,8.995654433,19.75548027,396.2165612,6.205250308,6.5446029,3.4394214,14.897416,0.058939315,4.0030346,6.3078394,8.5670023,14.956356,136.20734,4.5639682,1323.1595,312.52216,5021.7349,5.3180447,133.37218,300.25351,5021.7349,4125.2148,3529.4688,0.4706791,294.93549,163.92084,0.028524447,1.55,20,164.4406,8.6331301,64.657066,66.267113,100
TSI06A,TSI,6,1,1,1,238.2052192,236.58,38.41479267,104.51,347.61,208.285,271.755,63.47,309.6849326,270.3,187.6254038,154.45,1506.59,245.79,289.295,43.505,1255.225723,1148.17,450.686307,496.68,2863.84,959.38,1412.52,453.14,74.7876673,76.35,9.265952833,40,88.99,72.81,80.105,7.295,2.974503817,0.92,7.767519785,88.99,0.4,2.265,1.865,229.2168346,90.17042251,373.5856336,2691.404658,29.10173799,230.0750462,200.9733082,16.8034542,3.12,51.95234596,320.98,1.09,6.5025,5.4125,243.1,1352.14,2367.16,48.99,88.99,2691.404658,320.98,1.064684489,3.23340847,34.67908092,92.40120848,0.371172305,0.923158069,5.221651594,71.22883399,0.924323202,6.6063313,6.1556869,21.679266,1.1163046,1.7363653,4.8500772,9.0785332,22.79557,183.39368,7.3421679,26.789122,35.241047,479.16562,0.11736131,0.37758631,0.68586171,479.16562,216.76631,733.34857,0.33154824,0.5685004,82.430992,0.090215534,0.70999998,4,202.4052,10.62627,59.439255,60.780506,48
